clause_text,clause_type
"Environmental Laws. The words ""Environmental Laws"" mean any and all state, federal and local statutes, regulations and ordinances relating to the protection of human health or the environment, including without limitation the Comprehensive Environmental Response, Compensation, and Liability Act of 1980, as amended, 42 U.S.C. Section 9601, et seq. (""CERCLA""), the Superfund Amendments and Reauthorization Act of 1986, Pub. L. No. 99-499 (""SARA""), the Hazardous Materials Transportation Act, 49 U.S.C. Section 1801, et seq., the Resource Conservation and Recovery Act, 42 U.S.C. Section 6901, et seq., or other applicable state or federal laws, rules, or regulations adopted pursuant thereto.",environmental-laws
"Environmental Laws. Except as described in the Registration Statement, the Disclosure Package and the Final Prospectus and except as would not, singly or in the aggregate, result in a Material Adverse Effect, (A) neither the Company nor any of its Subsidiaries is in violation of any federal, state, local or foreign statute, law, rule, regulation, ordinance, code, policy or rule of common law or any judicial or administrative interpretation thereof, including any judicial or administrative order, consent, decree or judgment, relating to pollution or protection of human health, the environment (including, without limitation, ambient air, surface water, groundwater, land surface or subsurface strata) or wildlife, including, without limitation, laws and regulations relating to the release or threatened release of chemicals, pollutants, contaminants, wastes, toxic substances, hazardous substances, petroleum or petroleum products, asbestos-containing materials or mold (collectively, “Hazardous Materials”) or to the manufacture, processing, distribution, use, treatment, storage, disposal, transport or handling of Hazardous Materials (collectively, “Environmental Laws”), (B) the Company and its Subsidiaries have all permits, authorizations and approvals required under any applicable Environmental Laws and are each in compliance with their requirements, (C) there are no pending or threatened administrative, regulatory or judicial actions, suits, demands, demand letters, claims, liens, notices of noncompliance or violation, investigation or proceedings relating to any Environmental Law against the Company or any of its Subsidiaries and (D) there are no events or circumstances that would reasonably be expected to form the basis of an order for clean-up or remediation, or an action, suit or proceeding by any private party or governmental body or agency, against or affecting the Company or any of its Subsidiaries relating to Hazardous Materials or any Environmental Laws.",environmental-laws
"Environmental Laws. Each of the Borrower, its Subsidiaries and the other Loan Parties has obtained all Governmental Approvals which are required under Environmental Laws and is in compliance with all terms and conditions of such Governmental Approvals which the failure to obtain or to comply with could reasonably be expected to have a Material Adverse Effect. Except for any of the following matters that could not be reasonably expected to have a Material Adverse Effect, (i) the Borrower is not aware of, and has not received notice of, any past, present, or future events, conditions, circumstances, activities, practices, incidents, actions, or plans which, with respect to the Borrower, its Subsidiaries and each other Loan Party, may interfere with or prevent compliance or continued compliance with Environmental Laws, or may give rise to any common-law or legal liability, or otherwise form the basis of any claim, action, demand, suit, proceeding, hearing, study, or investigation, based on or related to the manufacture, processing, distribution, use, treatment, storage, disposal, transport, or handling or the emission, discharge, release or threatened release into the environment, of any pollutant, contaminant, chemical, or industrial, toxic, or other Hazardous Material; and (ii) there is no civil, criminal, or administrative action, suit, demand, claim, hearing, notice, or demand letter, notice of violation, investigation, or proceeding pending or, to the Borrower’s knowledge after due inquiry, threatened, against the Borrower, its Subsidiaries and each other Loan Party relating in any way to Environmental Laws.",environmental-laws
"Environmental Laws. The Company and its Subsidiaries (I) are, to the knowledge of the management and directors of the Company and its Subsidiaries, in compliance with any and all applicable foreign, federal, state and local laws and regulations relating to the protection of human health and safety, the environment or hazardous or toxic substances or wastes, pollutants or contaminants (""Environmental Laws""); (II) have, to the knowledge of the management and directors of the Company, received all permits, licenses or other approvals required of them under applicable Environmental Laws to conduct their respective businesses; and (III) are in compliance, to the knowledge of the management and directors of the Company, with all terms and conditions of any such permit, license or approval where, in each of the three (3) foregoing cases, the failure to so comply would have, individually or in the aggregate, a Material Adverse Effect.",environmental-laws
"Environmental Laws. The Company is in compliance with all foreign, federal, state and local rules, laws and regulations relating to the use, treatment, storage and disposal of hazardous or toxic substances or waste and protection of health and safety or the environment which are applicable to their businesses (“Environmental Laws”), except where the failure to comply would not, singularly or in the aggregate, result in a Material Adverse Change. There has been no storage, generation, transportation, handling, treatment, disposal, discharge, emission, or other release of any kind of toxic or other wastes or other hazardous substances by, due to, or caused by the Company (or, to the Company’s knowledge, any other entity for whose acts or omissions the Company is or may otherwise be liable) upon any of the property now or previously owned or leased by the Company, or upon any other property, in violation of any law, statute, ordinance, rule, regulation, order, judgment, decree or permit or which would, under any law, statute, ordinance, rule (including rule of common law), regulation, order, judgment, decree or permit, give rise to any liability, except for any violation or liability which would not have, singularly or in the aggregate with all such violations and liabilities, a Material Adverse Change; and there has been no disposal, discharge, emission or other release of any kind onto such property or into the environment surrounding such property of any toxic or other wastes or other hazardous substances with respect to which the Company has knowledge, except for any such disposal, discharge, emission, or other release of any kind which would not have, singularly or in the aggregate with all such discharges and other releases, a Material Adverse Change. In the ordinary course of business, the Company conducts periodic reviews of the effect of Environmental Laws on its business and assets, in the course of which they identify and evaluate associated costs and liabilities (including, without limitation, any capital or operating expenditures required for clean-up, closure of properties or compliance with Environmental Laws or governmental permits issued thereunder, any related constraints on operating activities and any potential liabilities to third parties). On the basis of such reviews, the Company has reasonably concluded that such associated costs and liabilities would not have, singularly or in the aggregate, a Material Adverse Change.",environmental-laws
"Environmental Laws. Except as described in the Registration Statement and the Prospectus or would not, singly or in the aggregate, be expected to result in a Material Adverse Effect, (A) neither the Company nor any of its subsidiaries is in violation of any binding federal, state, local or foreign statute, law, rule, regulation, ordinance, code, policy or rule of common law, including any binding judicial or administrative order, consent, decree or judgment, relating to pollution or protection of human health, the environment (including, without limitation, ambient air, surface water, groundwater, land surface or subsurface strata) or wildlife, including, without limitation, laws and regulations relating to the release or threatened release of chemicals, pollutants, contaminants, wastes, toxic substances, hazardous substances, petroleum or petroleum products, asbestos-containing materials, mold or any hazardous materials as defined by or regulated under any Environmental Laws, as defined below (collectively, “Hazardous Materials”) or to the manufacture, processing, distribution, use, treatment, storage, disposal, transport or handling of Hazardous Materials (collectively, “Environmental Laws”), (B) the Company and its subsidiaries have all permits, authorizations and approvals required under any applicable Environmental Laws and are each in compliance with their requirements, and (C) there are no pending administrative, regulatory or judicial actions, suits, demands, demand letters, claims, liens, notices of noncompliance or violation, investigation or proceedings, including any action, suit or proceeding by any private party, relating to any Environmental Law against the Company or any of its subsidiaries, and none are threatened in writing, and (D) there are no events or circumstances that would reasonably be expected to form the basis of an order for clean-up or remediation, or an action, suit or proceeding by any private party or Governmental Entity, against or affecting the Company or any of its subsidiaries relating to Hazardous Materials or any Environmental Laws. Except as otherwise set forth in the Registration Statement and the Prospectus, and except as would not individually or in the aggregate reasonably be expected to result in a Material Adverse Effect, there have been no and are no (i) aboveground or underground storage tanks; (ii) polychlorinated biphenyls (“PCBs”) or PCB-containing equipment; (iii) asbestos or asbestos containing materials; (iv) lead based pa...",environmental-laws
"Environmental Laws. Except as described in the Registration Statement, the General Disclosure Package and the Prospectus or as would not, singly or in the aggregate, result in a Material Adverse Effect, (A) neither the Company nor any of its subsidiaries is in violation of any federal, state, local or foreign statute, law, rule, regulation, ordinance, code, including any judicial or administrative order, consent, decree or judgment, relating to pollution or protection of human health, the environment (including, without limitation, ambient air, surface water, groundwater, land surface or subsurface strata) or wildlife, including, without limitation, laws and regulations relating to the release or threatened release of chemicals, pollutants, contaminants, wastes, toxic substances, hazardous substances, petroleum or petroleum products, asbestos-containing materials or mold (collectively, “Hazardous Materials”) or to the manufacture, processing, distribution, use, treatment, storage, disposal, transport or handling of Hazardous Materials (collectively, “Environmental Laws”), (B) the Company and its subsidiaries have all permits, authorizations and approvals required under any applicable Environmental Laws and are each in compliance with their requirements, (C) there are no pending or threatened administrative, regulatory or judicial actions, suits, demands, demand letters, claims, liens, notices of noncompliance or violation, investigation or proceedings relating to any Environmental Law against the Company or any of its subsidiaries and (D) there are no events or circumstances that would reasonably be expected to form the basis of an order for clean-up or remediation, or an action, suit or proceeding by any private party or Governmental Entity, against or affecting the Company or any of its subsidiaries relating to Hazardous Materials or any Environmental Laws.",environmental-laws
"Environmental Laws. Except as described in the Registration Statement, the Disclosure Package and the Prospectus and except as would not, singly or in the aggregate, result in a Material Adverse Effect, (A) the Company is not in violation of any federal, state, local or foreign statute, law, rule, regulation, ordinance, code, policy or rule of common law or any judicial or administrative interpretation thereof, including any judicial or administrative order, consent, decree or judgment, relating to pollution or protection of human health, the environment (including, without limitation, ambient air, surface water, groundwater, land surface or subsurface strata) or wildlife, including, without limitation, laws and regulations relating to the release or threatened release of chemicals, pollutants, contaminants, wastes, toxic substances, hazardous substances, petroleum or petroleum products (collectively, “Hazardous Materials”) or to the manufacture, processing, distribution, use, treatment, storage, disposal, transport or handling of Hazardous Materials (collectively, “Environmental Laws”), (B) the Company has all permits, authorizations and approvals required under any applicable Environmental Laws and is in compliance with their requirements, (C) there are no pending, or to the knowledge of the Company, threatened administrative, regulatory or judicial actions, suits, demands, demand letters, claims, liens, notices of noncompliance or violation, investigation or proceedings relating to any Environmental Law against the Company and (D) to the knowledge of the Company, there are no events or circumstances that could reasonably be expected to form the basis of an order for clean-up or remediation, or an action, suit or proceeding by any private party or governmental body or agency, against or affecting the Company relating to Hazardous Materials or Environmental Laws.",environmental-laws
"Environmental Laws. Except as disclosed in the General Disclosure Package and except for any matters that could not reasonably be expected to have a Material Adverse Effect, (a) (i) neither the Company nor any of its subsidiaries is in violation of, or has any liability under, any federal, state, local or non-U.S. statute, law, rule, regulation, ordinance, code, other requirement or rule of law (including common law), or decision or order of any domestic or foreign governmental entity or court, relating to pollution, to the use, handling, transportation, treatment, storage, discharge, disposal or release of Hazardous Substances (defined below), to the protection or restoration of the environment or natural resources (including biota), to health and safety including as such relates to exposure to Hazardous Substances, and to natural resource damages (collectively, “Environmental Laws”), (ii) neither the Company nor any of its subsidiaries owns, occupies, operates or uses any real property contaminated with Hazardous Substances in a condition or concentration that requires investigation or remediation pursuant to Environmental Laws, (iii) neither the Company nor any of its subsidiaries is liable or allegedly liable for any release or threatened release of Hazardous Substances, including at any off-site treatment, storage or disposal site and (iv) the Company and its subsidiaries have received and are in compliance with all, and have no liability under any, permits, licenses, authorizations, identification numbers or other approvals required under applicable Environmental Laws to conduct their respective businesses; and (b) to the knowledge of each of the Company and TMM Holdings, there are no facts or circumstances that would reasonably be expected to result in a violation of, liability under, claim or expense pursuant to any Environmental Law. For purposes of this subsection, “Hazardous Substances” means (A) petroleum and petroleum products, by-products or breakdown products, radioactive materials, asbestos-containing materials, polychlorinated biphenyls and mold and (B) any other chemical (including film processing chemicals), material or substance defined or regulated as toxic or hazardous or as a pollutant, contaminant or waste under Environmental Laws.",environmental-laws
"Environmental Laws. (a) Use reasonable commercial efforts to comply with all applicable Environmental Laws and use reasonable commercial efforts to obtain, comply with and maintain any and all licenses, approvals, notifications, registrations or permits required by applicable Environmental Laws, in each case where the failure to so obtain or comply with which could reasonably be expected to have a Material Adverse Effect upon IPT or the Borrower, and (b) defend, indemnify and hold harmless the Agents and Lenders, and their respective parents, Subsidiaries, Affiliates, employees, agents, officers and directors, from and against any claims, demands, penalties, fines, liabilities, settlements authorized by IPT or the Borrower, damages, costs and expenses of whatever kind or nature known or unknown, contingent or otherwise, arising out of, or in any way relating to the violation of, noncompliance with or liability under any Environmental Laws applicable to the operations of IPT or the Borrower, or any orders, requirements or demands of Governmental Authorities related thereto, including, without limitation, reasonable attorney's and consultant's fees, investigation and laboratory fees, response costs, court costs and litigation expenses, except to the extent that any of the foregoing directly result from the negligence or misconduct of the party seeking indemnification therefor.",environmental-laws
"Environmental Laws. (a) Except as could not reasonably be expected to have a Material Adverse Effect: (i) the Borrower and each of the Subsidiaries and all Real Estate are in compliance with all Environmental Laws; (ii) neither the Borrower nor any Subsidiary is subject to any Environmental Claim or any other liability under any Environmental Law; (iii) neither the Borrower nor any Subsidiary is conducting any investigation, removal, remedial or other corrective action pursuant to any Environmental Law at any location; and (iv) no underground storage tank or related piping, or any impoundment or other disposal area containing Hazardous Materials is located at, on or under any Real Estate currently owned or leased by the Borrower or any of its Subsidiaries.",environmental-laws
"Environmental Laws. Except as would not, singly or in the aggregate, result in a Material Adverse Effect, (A) neither the Company nor any of its Subsidiaries is in violation of any federal, state, local or foreign statute, law, rule, regulation, ordinance, code, policy or rule of common law or any judicial or administrative interpretation thereof, including any judicial or administrative order, consent, decree or judgment, relating to pollution or protection of human health, the environment (including, without limitation, ambient air, surface water, groundwater, land surface or subsurface strata) or wildlife, including, without limitation, laws and regulations relating to the release or threatened release of chemicals, pollutants, contaminants, wastes, toxic substances, hazardous substances, petroleum or petroleum products, asbestos-containing materials, mold or any hazardous materials as defined by or regulated under any Environmental Laws, as defined below (collectively, “Hazardous Materials”) or to the manufacture, processing, distribution, use, treatment, storage, disposal, transport or handling of Hazardous Materials (collectively, “Environmental Laws”), (B) the Company and its Subsidiaries have all permits, authorizations and approvals required under any applicable Environmental Laws and are each in compliance with their requirements, and (C) there are no pending or known threatened administrative, regulatory or judicial actions, suits, demands, demand letters, claims, liens, notices of noncompliance or violation, investigation or proceedings relating to any Environmental Law against the Company or any of its Subsidiaries.",environmental-laws
"Environmental Laws. (A) the Company, the Operating Partnership and the Subsidiaries and their respective properties, assets and operations are in compliance with, and the Company, the Operating Partnership and the Subsidiaries hold all permits, authorizations and approvals required under, Environmental Laws (as defined below), except to the extent that failure to so comply or to hold such permits, authorizations or approvals would not, individually or in the aggregate, have a Material Adverse Effect; (B) there are no past, present or, to the knowledge of either of the Company and the Operating Partnership, reasonably anticipated future events, conditions, circumstances, activities, practices, actions, omissions or plans that would reasonably be expected to give rise to any material costs or liabilities to the Company, the Operating Partnership or any Subsidiary under, or to interfere with or prevent compliance by the Company or the Subsidiaries with, Environmental Laws; (C) except as would not, individually or in the aggregate, have a Material Adverse Effect, none of the Company, the Operating Partnership or any of the Subsidiaries (i) is the subject of any investigation, (ii) has received any notice or claim, (iii) is a party to or affected by any pending or threatened action, suit or proceeding, (iv) is bound by any judgment, decree or order or (v) has entered into any agreement, in each case relating to any alleged violation of any Environmental Law or any actual or alleged liability or release or threatened release or cleanup at any location of any Hazardous Materials (as defined below). As used herein, “Environmental Law” means any federal, state, local or foreign law, statute, ordinance, rule, regulation, order, decree, judgment, injunction, permit, license, authorization or other binding requirement, or common law, relating to health, safety or the protection, cleanup or restoration of the environment or natural resources, including those relating to the distribution, processing, generation, treatment, storage, disposal, transportation, other handling or release or threatened release of Hazardous Materials, and “Hazardous Materials” means any material (including, without limitation, pollutants, contaminants, hazardous or toxic substances or wastes) that is regulated by or may give rise to liability under any Environmental Law.",environmental-laws
Environmental Laws. (a) Each member of the Group is in compliance with Clause 23.3 (Environmental compliance) and to the best of its knowledge and belief (having made due and careful enquiry) no circumstances have occurred which would prevent such compliance in a manner or to an extent which has or is reasonably likely to have a Material Adverse Effect.,environmental-laws
"Environmental Laws. (a) Conduct its operations and keep and maintain its Real Estate in material compliance with all Environmental Laws; (b) obtain and renew all environmental permits necessary for its operations and properties; and (c) implement any and all investigation, remediation, removal and response actions that are appropriate or necessary to maintain the value and marketability of the Real Estate or to otherwise comply with Environmental Laws pertaining to the presence, generation, treatment, storage, use, disposal, transportation or release of any Hazardous Materials on, at, in, under, above, to, from or about any of its Real Estate, provided, however, that neither a Loan Party nor any of its Subsidiaries shall be required to undertake any such cleanup, removal, remedial or other action to the extent that its obligation to do so is being contested in good faith and by proper proceedings and adequate reserves have been set aside and are being maintained by the Loan Parties with respect to such circumstances in accordance with GAAP.",environmental-laws
"Environmental Laws. (a) (i) Comply substantially with, and require substantial compliance by all tenants, subtenants, contractors, and invitees with, all applicable Environmental Laws; (ii) obtain, comply substantially with and maintain any and all Environmental Permits necessary for its operations as conducted and as planned; and (iii) require that all tenants, subtenants, contractors, and invitees obtain, comply substantially with and maintain any and all Environmental Permits necessary for their operations as conducted and as planned, with respect to any property leased or subleased from, or operated by the Parent Borrower or its Restricted Subsidiaries. For purposes of this Subsection 7.8(a), noncompliance shall not constitute a breach of this covenant, provided that, upon learning of any actual or suspected noncompliance, the Parent Borrower and any such affected Restricted Subsidiary shall promptly undertake and diligently pursue reasonable efforts, if any, to achieve compliance, and provided, further, that in any case such noncompliance would not reasonably be expected to have a Material Adverse Effect.",environmental-laws
"Environmental Laws. (a) Except in each case to the extent the failure to do so could not reasonably be expected to have, individually or in the aggregate, a Material Adverse Effect, comply with, and use commercially reasonable efforts to ensure compliance by all tenants and subtenants, if any, with, all applicable Environmental Laws, and obtain and comply with and maintain, and use commercially reasonable efforts to ensure that all tenants and subtenants obtain and comply with and maintain, any and all material Environmental Permits.",environmental-laws
"Environmental Laws. Each Partnership Entity (i) is in compliance with any and all applicable foreign, federal, state and local laws and regulations relating to pollution or the protection of the environment or imposing liability or standards of conduct concerning the use, handling, storage or management of any Hazardous Materials (as defined below) (“Environmental Laws”), (ii) has received all permits required of it under applicable Environmental Laws to conduct its respective businesses as presently conducted (“Environmental Permits”) except for any such Environmental Permits that are the responsibility of the charter parties under the Charter Agreements and that the Partnership Parties reasonably expect such charter parties to obtain, (iii) is in compliance with all terms and conditions of any such permits and (iv) does not have any liability in connection with any known or threatened release into the environment of any Hazardous Material, except in the case of each of clauses (i), (ii), (iii) and (iv) as would not, individually or in the aggregate, reasonably be expected to have a Material Adverse Effect. The term “Hazardous Material” means (A) any “hazardous substance” as defined in the Comprehensive Environmental Response, Compensation and Liability Act of 1980, as amended, (B) any “hazardous waste” as defined in the Resource Conservation and Recovery Act, as amended, (C) any petroleum or petroleum product, (D) any polychlorinated biphenyl and (E) any hazardous, toxic chemical, material, waste or substance regulated under or within the meaning of any applicable Environmental Law. In the ordinary course of business, the Partnership Entities periodically review the effect of Environmental Laws on their business, operations and properties, in the course of which they identify and evaluate costs and liabilities that they believe are reasonably likely to be incurred pursuant to such Environmental Laws (including, without limitation, any capital or operating expenditures required for clean-up, closure of properties or compliance with Environmental Laws, or any permit, license or approval, any related constraints on operating activities and any potential liabilities to third parties). On the basis of such review, the Partnership Entities have reasonably concluded that such associated costs and liabilities relating to the Vessels would not, individually or in the aggregate, have a Material Adverse Effect. To the knowledge of the Partnership Parties, the parties to the Charter Ag...",environmental-laws
"Environmental Laws. Each Company is in material compliance with all Environmental Laws, including, without limitation, all Environmental Laws in all jurisdictions in which any Company owns or operates, or has owned or operated, a facility or site, arranges or has arranged for disposal or treatment of hazardous substances, solid waste or other wastes, accepts or has accepted for transport any hazardous substances, solid waste or other wastes or holds or has held any interest in real property or otherwise, except where any requirement of any Environmental Law is being contested in good faith or a bona fide dispute exists with respect thereto. No litigation or proceeding arising under, relating to or in connection with any Environmental Law is pending or, to the best knowledge of each Company, threatened, against any Company, any real property in which any Company holds or has held an interest or any past or present operation of any Company that, if adversely determined, could reasonably be expected to have a Material Adverse Effect. No material release, threatened release or disposal of hazardous waste, solid waste or other wastes is occurring, or has occurred (other than those that are currently being cleaned up in accordance with Environmental Laws), on, under or to any real property in which any Company holds any interest or performs any of its operations, in violation of any Environmental Law. As used in this Section 3.08, “litigation or proceeding” means any demand, claim, notice, suit, suit in equity, action, administrative action, investigation or inquiry whether brought by any Governmental Authority or private Person, or otherwise.",environmental-laws
"Environmental Laws. (i) The Company is in compliance with all rules, laws and regulations relating to the use, treatment, storage and disposal of toxic substances and protection of health or the environment (""Environmental Laws"") which are applicable to its business, except where the failure to comply would not result in a Material Adverse Change, (ii) the Company has received no notice from any governmental authority or third party of an asserted claim under Environmental Laws, which claim is required to be disclosed in the Registration Statement and the Prospectus, (iii) the Company will not be required to make future material capital expenditures to comply with Environmental Laws and (iv) no property which is owned, leased or occupied by the Company has been designated as a Superfund site pursuant to the Comprehensive Response, Compensation, and Liability Act of 1980, as amended (42 U.S.C. Section 9601, ET SEQ.), or otherwise designated as a contaminated site under applicable state or local law.",environmental-laws
"Environmental Laws. In addition to and without limiting the generality of Section 6.9, (a) comply with, and use commercially reasonable efforts to ensure such compliance by all tenants and subtenants with, all applicable Environmental Laws and obtain, comply with and maintain, and use commercially reasonable efforts to ensure that all tenants and subtenants, obtain and comply with and maintain, any and all licenses, approvals, notifications, registrations or permits required by applicable Environmental Laws and (b) conduct and complete all investigations, studies, sampling and testing, and all remedial, removal and other actions required under Environmental Laws or by a Governmental Authority, and promptly comply with all lawful orders and directives of any Governmental Authority regarding Environmental Laws, except in each case as could not reasonably be expected to have a Material Adverse Effect.",environmental-laws
