clause_text,clause_type
"ERISA. No ERISA Event has occurred or is reasonably expected to occur that, when taken together with all other such ERISA Events for which liability is reasonably expected to occur, could reasonably be expected to result in a Material Adverse Effect. The present value of all accumulated benefit obligations under each Plan (based on the assumptions used for purposes of Statement of Financial Standards No. 87) did not, as of the date of the most recent financial statements reflecting such amounts, exceed the fair market value of the assets of such Plan, and the present value of all accumulated benefit obligations of all underfunded Plans (based on the assumptions used for purposes of Statement of Financial Standards No. 87) did not, as of the date of the most recent financial statements reflecting such amounts, exceed the fair market value of the assets of all such underfunded Plans.",erisa
"ERISA. No liability to the Pension Benefit Guaranty Corporation has been incurred with respect to any Plan by the Company or any of its Subsidiaries which has had or would have a Material Adverse Effect. No “prohibited transaction” (as defined in Section 406 of ERISA or Section 4975 of the Code) or “accumulated funding deficiency” (as defined in Section 203 of ERISA) or any of the events set forth in Section 4043(b) of ERISA has occurred with respect to any Plan which has had or would have a Material Adverse Effect, and the execution and delivery of this Agreement and the issuance and sale of the Shares hereunder shall not result in any of the foregoing events. Each Plan is in compliance in all material respects with applicable law, including ERISA and the Code; the Company has not incurred and does not expect to incur liability under Title IV of ERISA with respect to the termination of, or withdrawal from, any Plan; and each Plan for which the Company would have any liability that is intended to be qualified under Section 401(a) of the Code is so qualified in all material respects and nothing has occurred, whether by action or failure to act, which would cause the loss of such qualifications. As used in this Section 4.22, the term “Plan” shall mean an “employee pension benefit plan” (as defined in Section 3 of ERISA) which is or has been established or maintained, or to which contributions are or have been made, by the Company or any Subsidiary or by any trade or business, whether or not incorporated, which, together with the Company or any Subsidiary, is under common control, as described in Section 414(b) or (c) of the Code.",erisa
"ERISA. The occurrence of any of the following events or conditions if any of the same would be reasonably expected to result in a liability of an amount greater than or equal to $20,000,000: (A) any “accumulated funding deficiency,” as such term is defined in Section 302 of ERISA and Section 412 of the Code, whether or not waived, shall exist with respect to any Plan, or any lien shall arise on the assets of the Borrower or any ERISA Affiliate in favor of the PBGC or a Plan; (B) a Termination Event shall occur with respect to a Single Employer Plan, which is, in the reasonable opinion of the Administrative Agent, likely to result in the termination of such Plan for purposes of Title IV of ERISA; (C) a Termination Event shall occur with respect to a Multiemployer Plan or Multiple Employer Plan, which is, in the reasonable opinion of the Administrative Agent, likely to result in (i) the termination of such Plan for purposes of Title IV of ERISA, or (ii) the Borrower or any ERISA Affiliate incurring any liability in connection with a withdrawal from, reorganization of (within the meaning of Section 4241 of ERISA), or insolvency (within the meaning of Section 4245 of ERISA) of such Plan; or (D) any prohibited transaction (within the meaning of Section 406 of ERISA or Section 4975 of the Code) or breach of fiduciary responsibility shall occur which would be reasonably expected to subject the Borrower or any ERISA Affiliate to any liability under Sections 406, 409, 502(i), or 502(l) of ERISA or Section 4975 of the Code, or under any agreement or other instrument pursuant to which the Borrower or any ERISA Affiliate has agreed or is required to indemnify any person against any such liability.",erisa
"ERISA. (i) Promptly upon becoming aware of the occurrence of or forthcoming occurrence of any ERISA Event, a written notice specifying the nature thereof, what action Company, any of its Subsidiaries or any of their respective ERISA Affiliates has taken, is taking or proposes to take with respect thereto and, when known, any action taken or threatened by the Internal Revenue Service, the Department of Labor or the PBGC with respect thereto; and (ii) with reasonable promptness, copies of (1) each Schedule B (Actuarial Information) to the annual report (Form 5500 Series) filed by Company, any of its Subsidiaries or any of their respective ERISA Affiliates with the Internal Revenue Service with respect to each Pension Plan; (2) all notices received by Company, any of its Subsidiaries or any of their respective ERISA Affiliates from a Multiemployer Plan sponsor concerning an ERISA Event; and (3) copies of such other documents or governmental reports or filings relating to any Employee Benefit Plan as Administrative Agent shall reasonably request;",erisa
"ERISA. Each member of the ERISA Group is in compliance with its obligations under the minimum funding standards of ERISA and the Internal Revenue Code with respect to each Plan and is in compliance with the presently applicable provisions of ERISA and the Internal Revenue Code with respect to each Plan, except in each case for noncompliances which could not reasonably be expected to have a Material Adverse Effect. As of the Agreement Date, no member of the ERISA Group has (i) sought a waiver of the minimum funding standard under Section 412 of the Internal Revenue Code in respect of any Plan, (ii) failed to make any contribution or payment to any Plan or Multiemployer Plan or in respect of any Benefit Arrangement, or made any amendment to any Plan or Benefit Arrangement, which has resulted or could result in the imposition of a Lien or the posting of a bond or other security under ERISA or the Internal Revenue Code or (iii) incurred any liability under Title IV of ERISA other than a liability to the PBGC for premiums under Section 4007 of ERISA.",erisa
"ERISA. The Borrower shall, and shall cause each Subsidiary to, promptly pay and discharge all obligations and liabilities arising under ERISA of a character which if unpaid or unperformed could reasonably be expected to result in the imposition of a Lien against any of its Property. The Borrower shall, and shall cause each Subsidiary to, promptly notify the Administrative Agent and each Lender of: (a) the occurrence of any reportable event (as defined in ERISA) with respect to a Plan, (b) receipt of any notice from the PBGC of its intention to seek termination of any Plan or appointment of a trustee therefor, (c) its intention to terminate or withdraw from any Plan, and (d) the occurrence of any event with respect to any Plan which would result in the incurrence by the Borrower or any Subsidiary of any material liability, fine or penalty, or any material increase in the contingent liability of the Borrower or any Subsidiary with respect to any post-retirement Welfare Plan benefit.",erisa
"ERISA. The Unfunded Liabilities of all Single Employer Plans do not in the aggregate exceed $1,000,000. Neither the Borrower nor any other member of the Controlled Group has incurred, or is reasonably expected to incur, any withdrawal liability to Multiemployer Plans in excess of $250,000 in the aggregate. Each Plan complies in all material respects with all applicable requirements of law and regulations, no Reportable Event has occurred with respect to any Plan, neither the Borrower nor any other members of the Controlled Group has withdrawn from any Plan or initiated steps to do so, and no steps have been taken to reorganize or terminate any Plan.",erisa
"ERISA. No Benefit Plan has incurred any accumulated funding deficiency (as defined in Sections 302(a)(2) of ERISA and 412(a) of the Code) whether or not waived. Neither Brightpoint nor any member of the Controlled Group has incurred any liability to the PBGC which remains outstanding other than the payment of premiums, and there are no premium payments which have become due which are unpaid. Schedule B to the most recent annual report filed with the IRS with respect to each Benefit Plan and furnished to the lenders is complete and accurate. Since the date of each such Schedule B, there has been no material adverse change in the funding status or financial condition of the Benefit Plan relating to such Schedule B. Neither Brightpoint nor any member of the Controlled Group has (i) failed to make a required contribution or payment to a Multiemployer Plan or (ii) made a complete or partial withdrawal under Sections 4203 or 4205 of ERISA from a Multiemployer Plan. Neither Brightpoint nor any member of the Controlled Group has failed to make a required installment or any other required payment under Section 412 of the Code on or before the due date for such installment or other payment. Neither Brightpoint nor any member of the Controlled Group is required to provide security to a Benefit Plan under Section 401(a)(29) of the Code due to a Plan amendment that results in an increase in current liability for the plan year. Neither Brightpoint nor any of its Subsidiaries maintains or contributes to any employee welfare benefit plan within the meaning of Section 3(1) of ERISA which provides benefits to employees after termination of employment other than as required by Section 601 of ERISA. Each Plan which is intended to be qualified under Section 401(a) of the Code as currently in effect is so qualified, and each trust related to any such Plan is exempt from federal income tax under Section 501(a) of the Code as currently in effect. Brightpoint and all Subsidiaries are in compliance in all material respects with the responsibilities, obligations and duties imposed on them by ERISA and the Code with respect to all Plans. Neither Brightpoint nor any of its Subsidiaries nor any fiduciary of any Plan has engaged in a nonexempt prohibited transaction described in Sections 406 of ERISA or 4975 of the Code which could reasonably be expected to subject Brightpoint to liability individually or in the aggregate in excess of $250,000. Neither Brightpoint nor any member of the Control...",erisa
"ERISA. (i) An ERISA Event occurs with respect to a Pension Plan or Multiemployer Plan which has resulted or could reasonably be expected to result in liability of any Loan Party under Title IV of ERISA in an aggregate amount which could reasonably be expected to result in a Material Adverse Effect, or (ii) any Loan Party or any ERISA Affiliate fails to pay when due, after the expiration of any applicable grace period, any installment payment with respect to its withdrawal liability under Section 4201 of ERISA under a Multiemployer Plan in an aggregate amount which could reasonably be expected to result in a Material Adverse Effect; or",erisa
"ERISA. (a) Any Plan shall fail to satisfy the minimum funding standard required for any plan year or part thereof under Section 412 of the Code or Section 302 of ERISA or a waiver of such standard or extension of any amortization period is sought or granted under Section 412 or 430 of the Code or Section 302 or 303 of ERISA, a Reportable Event shall have occurred, a contributing sponsor (as defined in Section 4001(a)(13) of ERISA) of a Plan subject to Title IV of ERISA shall be subject to the advance reporting requirement of PBGC Regulation Section 4043.61 (without regard to subparagraph (b)(1) thereof) and an event described in subsection .62, .63, .64, .65, .66, .67 or .68 of PBGC Regulation Section 4043 shall be reasonably expected to occur with respect to such Plan within the following 30 days, any Plan which is subject to Title IV of ERISA shall have had or is reasonably likely to have a trustee appointed to administer such Plan, any Plan which is subject to Title IV of ERISA is, shall have been or is reasonably likely to be terminated or to be the subject of termination proceedings under ERISA, any Plan shall have an Unfunded Current Liability, its actuary has certified that a determination has been made that a Plan (other than a Multiemployer Plan) is an at-risk plan within the meaning of Section 430 of the Code or Section 303 of ERISA, a Plan which is a Multiemployer Plan is in endangered or critical status under Section 305 of ERISA, a contribution required to be made with respect to a Plan or a Foreign Pension Plan is not timely made, the Parent or any of its Subsidiaries or any ERISA Affiliate has incurred or events have happened, or reasonably expected to happen, that will cause it to incur any liability to or on account of a Plan under Section 409, 502(i), 502(l), 515, 4062, 4063, 4064, 4069, 4201, 4204 or 4212 of ERISA or Section 436(f), 4971 or 4975 of the Code or on account of a group health plan (as defined in Section 607(1) of ERISA or Section 4980B(g)(2) of the Code) under Section 4980B of the Code, or the Parent, or any of its Subsidiaries, has incurred or is reasonably likely to incur liabilities pursuant to one or more employee welfare benefit plans (as defined in Section 3(1) of ERISA) that provide benefits to retired employees or other former employees (other than as required by Section 601 of ERISA) or Plans or Foreign Pension Plans; (b) there shall result from any such event or events the imposition of a lien, the granting of a security ...",erisa
"ERISA. Borrower is in compliance in all material respects with all applicable provisions of the Employee Retirement Income Security Act of 1974, as amended or recodified from time to time (""ERISA""); Borrower has not violated any provision of any defined employee pension benefit plan (as defined in ERISA) maintained or contributed to by Borrower (each, a ""Plan""); no Reportable Event as defined in ERISA has occurred and is continuing with respect to any Plan initiated by Borrower; Borrower has met its minimum funding requirements under ERISA with respect to each Plan; and each Plan will be able to fulfill its benefit obligations as they come due in accordance with the Plan documents and under generally accepted accounting principles.",erisa
"ERISA. Neither a Reportable Event nor an “accumulated funding deficiency” (within the meaning of Section 412 of the Code or Section 302 of ERISA) has occurred during the five-year period prior to the date on which this representation is made or deemed made with respect to any Plan, and, to the knowledge and belief of the Credit Parties, each Plan has complied in all material respects with the applicable provisions of ERISA and the Code except where non-compliance, either singly or in the aggregate, could not reasonably be expected to have a Material Adverse Effect. No termination of a Single Employer Plan has occurred, and no Lien in favor of the PBGC or a Plan has arisen, during such five-year period. The present value of all accrued benefits under each Single Employer Plan (based on those assumptions used to fund such Plans) did not, as of the last annual valuation date prior to the date on which this representation is made or deemed made, exceed the value of the assets of such Plan allocable to such accrued benefits by an amount that could reasonably be expected to have a Material Adverse Effect. Neither Credit Party nor any Commonly Controlled Entity has had a complete or partial withdrawal from any Multiemployer Plan that has resulted or could reasonably be expected to result in a liability or loss under ERISA, and neither Credit Party nor any Commonly Controlled Entity would become subject to any liability or loss under ERISA if such Credit Party or any such Commonly Controlled Entity were to withdraw completely from all Multiemployer Plans as of the valuation date most closely preceding the date on which this representation is made or deemed made, in any case where, either singly or in the aggregate, the aggregate amount of loss or liability could not reasonably be expected to have a Material Adverse Effect.",erisa
"ERISA. The Company and each of the subsidiaries or their “ERISA Affiliates” (as defined below) are in compliance in all material respects with all presently applicable provisions of the Employee Retirement Income Security Act of 1974, as amended, including the regulations and published interpretations thereunder (“ERISA”); no “reportable event” (as defined in ERISA) has occurred with respect to any “employee benefit plan” (as defined in ERISA) for which the Company or any of the subsidiaries or ERISA Affiliates would have any liability; the Company and each of the subsidiaries or their ERISA Affiliates have not incurred and do not expect to incur liability under (i) Title IV of ERISA with respect to termination of, or withdrawal from, any “employee benefit plan” or (ii) Sections 412, 4971, 4975 or 4980B of the United States Internal Revenue Code of 1986, as amended, and the regulations and published interpretations thereunder (collectively the “Code”); and each “employee benefit plan” for which the Company and each of its subsidiaries or any of their ERISA Affiliates would have any liability that is intended to be qualified under Section 401(a) of the Code is so qualified in all material respects and nothing has occurred, whether by action or by failure to act, which would cause the loss of such qualification. “ERISA Affiliate” means, with respect to the Company or a subsidiary, any member of any group of organizations described in Sections 414(b), (c), (m) or (o) of the Code or Section 400(b) of ERISA of which the Company or such subsidiary is a member.",erisa
"ERISA. As soon as reasonably possible and, in any event, within ten (10) days after the Parent or any of its Subsidiaries or any ERISA Affiliate knows or has reason to know of the occurrence of any of the following, the Parent will deliver to the Administrative Agent, with sufficient copies for each of the Lenders, a certificate of the senior financial officer of the Parent setting forth the full details as to such occurrence and the action, if any, that the Parent, such Subsidiary or such ERISA Affiliate is required or proposes to take, together with any notices required or proposed to be given to or filed with or by the Parent, the Subsidiary, the ERISA Affiliate, the PBGC, a Plan participant or the Plan administrator with respect thereto: that a Reportable Event has occurred (except to the extent that the Parent has previously delivered to the Administrative Agent a certificate and notices (if any) concerning such event pursuant to the next clause hereof); that a contributing sponsor (as defined in Section 4001(a)(13) of ERISA) of a Plan subject to Title IV of ERISA is subject to the advance reporting requirement of PBGC Regulation Section 4043.61 (without regard to subparagraph (b)(1) thereof), and an event described in subsection .62, .63, .64, .65, .66, .67 or .68 of PBGC Regulation Section 4043 is reasonably expected to occur with respect to such Plan within the following 30 days; that a failure to satisfy minimum funding requirements, within the meaning of Section 412 of the Code or Section 302 of ERISA, has occurred or an application may be or has been made for a waiver or modification of the minimum funding standard (including any required installment payments) or an extension of any amortization period under Section 412 or 430 of the Code or Section 302 or 303 of ERISA with respect to a Plan; that the actuary of a Plan (other than a Multiemployer Plan) has or will certify that the Plan is an at-risk plan within the meaning of Section 430 of the Code or Section 303 of ERISA; that a Plan which is a Multiemployer Plan is in endangered or critical status under Section 305 of ERISA; that any contribution required to be made with respect to a Plan or Foreign Pension Plan has not been timely made and such failure could result in a material liability for the Parent or any of its Subsidiaries; that a Plan has been or may be reasonably expected to be terminated, reorganized, partitioned or declared insolvent under Title IV of ERISA with a material amount of unfu...",erisa
"ERISA. (i) An ERISA Event occurs with respect to a Pension Plan or Multiemployer Plan which has resulted or could reasonably be expected to result in liability of a Loan Party under Title IV of ERISA to the Pension Plan, Multiemployer Plan or the PBGC in an aggregate amount in excess of the Threshold Amount, or (ii) a Loan Party or any ERISA Affiliate fails to pay when due, after the expiration of any applicable grace period, any installment payment with respect to its withdrawal liability under Section 4201 of ERISA under a Multiemployer Plan in an aggregate amount in excess of the Threshold Amount; or",erisa
"ERISA. “ERISA” shall mean the Employee Retirement Income Security Act of 1974, as amended.",erisa
"ERISA. Any member of the ERISA Group shall fail to pay when due an amount or amounts aggregating in excess of $10,000,000 which it shall have become liable to pay under Title IV of ERISA; or notice of intent to terminate a Plan or Plans having aggregate Unfunded Liabilities in excess of $10,000,000 shall be filed under Title IV of ERISA by any member of the ERISA Group, any plan administrator or any combination of the foregoing; or the PBGC shall institute proceedings under Title IV of ERISA to terminate, to impose liability (other than for premiums under Section 4007 of ERISA) in respect of, or to cause a trustee to be appointed to administer, any Plan or Plans having aggregate Unfunded Liabilities in excess of $10,000,000; or a condition shall exist by reason of which the PBGC would be entitled to obtain a decree adjudicating that any such Plan must be terminated; or there shall occur a complete or partial withdrawal from, or a default, within the meaning of Section 4219(c)(5) of ERISA, with respect to, one or more Multiemployer Plans which could cause one or more members of the ERISA Group to incur a current payment obligation in excess of $10,000,000.",erisa
"ERISA. The Company and each other member of its Controlled Group has fulfilled its obligations under the minimum funding standards of and is in compliance in all material respects with ERISA and the Code to the extent applicable to it and has not incurred any liability to the PBGC or a Plan under Title IV of ERISA other than a liability to the PBGC for premiums under Section 4007 of ERISA. Neither the Company nor any Subsidiary has any contingent liabilities with respect to any post-retirement benefits under a Welfare Plan, other than liability for continuation coverage described in article 6 of Title I of ERISA.",erisa
"ERISA. (a) Disclosure Schedule 3.12 lists, in each case as of the Closing Date, (i) all ERISA Affiliates and (ii) all Plans and separately identifies all Pension Plans, including Title IV Plans, Multiemployer Plans, ESOPs and Welfare Plans, including all Retiree Welfare Plans. Copies of all such listed Plans, together with a copy of the latest IRS/DOL 5500-series form for each such Plan, have been delivered to Agent. Except with respect to Multiemployer Plans, as of the Closing Date each Qualified Plan has been determined by the IRS to qualify under Section 401 of the IRC, the trusts created thereunder have been determined to be exempt from tax under the provisions of Section 501 of the IRC, and nothing has occurred that would cause the loss of such qualification or tax-exempt status. Each Plan is in material compliance with the applicable provisions of ERISA and the IRC, including the timely filing of all reports required under the IRC or ERISA, including the statement required by 29 CFR Section 2520.104-23. Neither any Credit Party nor ERISA Affiliate has failed to make any contribution or pay any amount due as required by either Section 412 of the IRC or Section 302 of ERISA or the terms of any such Plan. Neither any Credit Party nor ERISA Affiliate has engaged in a ""prohibited transaction,"" as defined in Section 406 of ERISA and Section 4975 of the IRC, in connection with any Plan, that would subject any Credit Party to a material tax on prohibited transactions imposed by Section 502(i) of ERISA or Section 4975 of the IRC.",erisa
"ERISA. (a) Each Plan (and each related trust, insurance contract or fund) is in substantial compliance with its terms and with all applicable Laws, including without limitation ERISA and the Code; each Plan (and each related trust, if any) which is intended to be qualified under Section 401(a) of the Code has received a determination letter from the Internal Revenue Service to the effect that it meets the requirements of Sections 401(a) and 501(a) of the Code; no Reportable Event has occurred; no Multiemployer Plan is insolvent or in reorganization; no Plan has an Unfunded Current Liability; no Plan which is subject to Section 412 of the Code or Section 302 of ERISA has an accumulated funding deficiency within the meaning of such sections of the Code or ERISA or has applied for or received a waiver of an accumulated funding deficiency or an extension of any amortization period within the meaning of Section 412 of the Code or Section 303 or 304 of ERISA; all contributions required to be made with respect to a Plan have been timely made; neither the Borrower nor any Subsidiary of the Borrower nor any ERISA Affiliate has incurred any material liability (including any indirect, contingent or secondary liability) to or on account of a Plan pursuant to Section 409, 502(i), 502(l), 515, 4062, 4063, 4064, 4069, 4201, 4204 or 4212 of ERISA or Section 401(a)(29), 4971 or 4975 of the Code or expects to incur any such liability under any of the foregoing sections with respect to any Plan; no condition exists which presents a material risk to the Borrower or any Subsidiary of the Borrower or any ERISA Affiliate of incurring a liability to or on account of a Plan pursuant to the foregoing provisions of ERISA and the Code; no proceedings have been instituted to terminate or appoint a trustee to administer any Plan; no action, suit, proceeding, hearing, audit or investigation with respect to the administration, operation or the investment of assets of any Plan (other than routine claims for benefits) is pending, expected or threatened; using actuarial assumptions and computation methods consistent with Part 1 of subtitle E of Title IV of ERISA, the aggregate liabilities of the Borrower and its Subsidiaries and its ERISA Affiliates to all Multiemployer Plans in the event of a complete withdrawal therefrom, as of the close of the most recent fiscal year of each such Plan ended prior to the date of the most recent Borrowing, would not have a Material Adverse Effect; each group heal...",erisa
"ERISA. No Benefit Plan has incurred any material accumulated funding deficiency (as defined in Sections 302(a)(2) of ERISA and 412(a) of the Code) whether or not waived except as set forth on Schedule 5.09. Neither the Company nor any member of the Controlled Group has incurred any material liability to the PBGC which remains outstanding other than the payment of premiums. As of the last day of the most recent prior plan year, the market value of assets under each Benefit Plan, other than any Multiemployer Plan, was not by a material amount less than the present value of benefit liabilities thereunder (determined in accordance with the actuarial valuation assumptions described therein). Neither the Company nor any member of the Controlled Group has (i) failed to make a required contribution or payment to a Multiemployer Plan of a material amount or (ii) incurred a material complete or partial withdrawal under Section 4203 or Section 4205 of ERISA from a Multiemployer Plan. Neither the Company nor any member of the Controlled Group has failed to make an installment or any other payment of a material amount required under Section 412 of the Code on or before the due date for such installment or other payment. Each Plan, Foreign Employee Benefit Plan and Non-ERISA Commitment complies in all material respects in form, and has been administered in all material respects in accordance with its terms and in accordance with all applicable laws and regulations, including but not limited to ERISA and the Code. There have been no and there is no prohibited transaction described in Sections 406 of ERISA or 4975 of the Code with respect to any Plan for which a statutory or administrative exemption does not exist which could reasonably be expected to subject the Company or any of its Subsidiaries to material liability. Neither the Company nor any member of the Controlled Group has taken or failed to take any action which would constitute or result in a Termination Event, which action or inaction could reasonably be expected to subject the Company or any of its Subsidiaries to material liability. Neither the Company nor any member of the Controlled Group is subject to any material liability under, or has any potential material liability under, Section 4063, 4064, 4069, 4204 or 4212(c) of ERISA. The present value of the aggregate liabilities to provide all of the accrued benefits under any Foreign Pension Plan do not exceed the current fair market value of the assets held in trus...",erisa
"ERISA. (a) The Borrower, the Subsidiaries and each ERISA Affiliate have complied in all material respects with ERISA and, where applicable, the Code regarding each Plan.",erisa
"ERISA. Each Plan to which the Borrower or its Subsidiaries make direct contributions, and, to the knowledge of the Borrower, each other Plan and each Multiemployer Plan, is in compliance in all material respects with, and has been administered in all material respects in compliance with, the applicable provisions of ERISA, the Code and any other Federal or State law. No event or condition has occurred and is continuing as to which the Borrower would be under an obligation to furnish a report to the Lender under Section 7.01(d) hereof.",erisa
"ERISA. At any time engage in a transaction which could be subject to Section 4069 or 4212(c) of ERISA, or permit any Plan to (a) engage in any non-exempt ""prohibited transaction"" (as defined in Section 4975 of the Code); (b) fail to comply with ERISA or any other applicable Laws; or (c) incur any material ""accumulated funding deficiency"" (as defined in Section 302 of ERISA), which, with respect to each event listed above, could reasonably be expected to have a Material Adverse Effect.",erisa
