clause_text,clause_type
"Enforceability. The execution and delivery of this Amendment are valid and legally binding obligations of Borrower and Guarantors enforceable in accordance with the respective terms and provisions hereof, except as enforceability is limited by bankruptcy, insolvency, reorganization, moratorium or other laws relating to or affecting generally the enforcement of creditors’ rights and the effect of general principles of equity.",enforceability
Enforceability. Each Contract contains customary and enforceable provisions such as to render the rights and remedies of the holder thereof adequate for the realization against the collateral of the benefits of the security.,enforceability
"Enforceability. This Agreement has been duly executed and delivered by Buyer and constitutes the valid and legally binding obligation of Buyer, enforceable in accordance with its terms and conditions, except insofar as the enforceability thereof may be limited by applicable bankruptcy, insolvency, reorganization, fraudulent conveyance, moratorium or other similar Laws affecting the enforcement of creditors’ rights generally and by general principles of equity, regardless of whether such principles are considered in a proceeding at Law or in equity.",enforceability
"Enforceability. If any provision of this Agreement shall be invalid or unenforceable, in whole or in part, then such provision shall be deemed to be modified or restricted to the extent and in the manner necessary to render the same valid and enforceable, or shall be deemed excised from this Agreement, as the case may require, and this Agreement shall be construed and enforced to the maximum extent permitted by law as if such provision had been originally incorporated herein as so modified or restricted or as if such provision had not been originally incorporated herein, as the case may be.",enforceability
"Enforceability. Each Loan Document is a legal, valid and binding obligation of each Obligor party thereto, enforceable in accordance with its terms, except as enforceability may be limited by bankruptcy, insolvency or similar laws affecting the enforcement of creditors’ rights generally.",enforceability
"Enforceability. Each Transaction Document executed, or to be executed, by the Company has been, or will be, duly executed and delivered by the Company and constitutes, or will constitute, a legal, valid and binding obligation of the Company, enforceable against the Company in accordance with its terms, except as limited by bankruptcy, insolvency or other laws of general application relating to or affecting the enforcement of creditors’ rights generally and general principles of equity.",enforceability
"Enforceability. The execution and delivery by such Person of this Amendment, and the performance of its obligations under this Amendment and the Agreement, as amended hereby, are within its corporate powers and have been duly authorized by all necessary corporate action on its part. This Amendment and the Agreement, as amended hereby, are its valid and legally binding obligations, enforceable in accordance with its terms.",enforceability
"Enforceability. This Amendment constitutes the valid and binding obligation of such Credit Party enforceable in accordance with its terms, except as (i) the enforceability thereof may be limited by bankruptcy, insolvency or similar laws affecting creditor’s rights generally, and (ii) the availability of equitable remedies may be limited by equitable principles of general application.",enforceability
"Enforceability. This Amendment has been duly executed and delivered by Borrower. This Amendment and each Financing Agreement (as amended or modified hereby) is the legal, valid and binding obligation of Borrower, enforceable against Borrower in accordance with its terms, and is in full force and effect.",enforceability
"Enforceability. The Loan Documents are not subject to any right of rescission, set-off, counterclaim or defense by Borrower, any Affiliates of Borrower including Holdings, Operating Company or Guarantor, including the defense of usury, nor would the operation of any of the terms of the Loan Documents, or the exercise of any right thereunder, render the Loan Documents unenforceable (subject to principles of equity and bankruptcy, insolvency and other laws generally affecting creditors’ rights and the enforcement of debtors’ obligations), and Borrower, any Affiliates of Borrower including Holdings, Operating Company and Guarantor have not asserted any right of rescission, set-off, counterclaim or defense with respect thereto.",enforceability
"Enforceability. This Agreement has been duly executed and delivered by each of the Republic Companies and constitutes a legal, valid and binding obligation of each of the Republic Companies, enforceable against each of the Republic Companies in accordance with its terms, except as the same may be limited by applicable bankruptcy, insolvency, reorganization, moratorium or similar laws affecting the enforcement of creditors' rights generally and general equitable principles regardless of whether such enforceability is considered in a proceeding at law or in equity.",enforceability
"Enforceability. This Agreement has been duly executed and delivered by Holdings and the Borrower and constitutes, and each other Loan Document when executed and delivered by each Loan Party party thereto will constitute, a legal, valid and binding obligation of such Loan Party enforceable against such Loan Party in accordance with its terms.",enforceability
"Enforceability. Each of the related Notes and Mortgages are the legal, valid and binding obligations of the related Borrower named on the Mortgage Loan Schedule and each of the other related Loan Documents is the legal, valid and binding obligation of the parties thereto (subject to any non-recourse provisions therein), enforceable in accordance with its terms, except as such enforcement may be limited by anti-deficiency or one form of action laws or bankruptcy, receivership, conservatorship, reorganization, insolvency, moratorium or other similar laws affecting the enforcement of creditors’ rights generally, and by general principles of equity (regardless of whether such enforcement is considered in a proceeding in equity or at law), and except that certain provisions of such Loan Documents are or may be unenforceable in whole or in part under applicable state or federal laws, but the inclusion of such provisions does not render any of the Loan Documents invalid as a whole, and such Loan Documents taken as a whole are enforceable to the extent necessary and customary for the practical realization of the principal rights and benefits afforded thereby.",enforceability
"Enforceability. We may waive enforcement of any provision of this Agreement. No waiver of a breach of this Agreement shall constitute a waiver of any prior or subsequent breach of the Agreement. Any such waiver shall not affect our rights with respect to any other transaction or to modify the terms of this Agreement. In the event that any provision of this Agreement shall be deemed to be invalid, illegal, or unenforceable to any extent, the remainder of the Agreement shall not be impaired or otherwise affected and shall continue to be valid and enforceable to the fullest extent permitted by law.",enforceability
"Enforceability. The failure of any party at any time to require performance by another party of any provision hereunder shall in no way affect the right of that party thereafter to enforce the same, nor shall it affect any other party's right to enforce the same, or to enforce any of the other provisions in this Agreement; nor shall the waiver by any party of the breach of any provision hereof be taken or held to be a waiver of any subsequent breach of such provision or as a waiver of the provision itself.",enforceability
"Enforceability. This Amendment and each other Transaction Document to which it is a party, as amended hereby, constitute the legal, valid and binding obligation of such Person enforceable against such Person in accordance with its respective terms, except as such enforceability may be limited by bankruptcy, insolvency, reorganization or other similar laws affecting the enforcement of creditors’ rights generally and by general principles of equity, regardless of whether enforceability is considered in a proceeding in equity or at law.",enforceability
Enforceability. The provisions of this Agreement are intended to be and shall be enforceable under Section 510(a) of the Bankruptcy Code.,enforceability
"Enforceability. Each Credit Document executed, or to be executed, by each Loan Party has been, or will be, duly executed and delivered by such Loan Party and constitutes, or will constitute, a legal, valid and binding obligation of such Loan Party, enforceable against such Loan Party in accordance with its terms, except as limited by bankruptcy, insolvency or other laws of general application relating to or affecting the enforcement of creditors’ rights generally and general principles of equity.",enforceability
"Enforceability. The New Subsidiary hereby represents and warrants that this Agreement has been duly authorized, executed and delivered by the New Subsidiary and constitutes a legal, valid and binding obligation of the New Subsidiary enforceable against it in accordance with its terms, except as such enforceability may be limited by bankruptcy, insolvency, reorganization, moratorium or similar laws affecting the applicability of creditors’ rights generally and by equitable principles of general applicability (regardless of whether such enforceability is considered in a proceeding in equity or at law).",enforceability
"Enforceability. This Agreement is the legal, valid and binding obligation of the Financial Institution.",enforceability
"Enforceability. Issuer has duly executed and delivered this agreement and (subject to its execution by Consultant) it constitutes a valid and binding agreement of Issuer enforceable in accordance with its terms against Issuer, except as such enforceability may be limited by principles of public policy, and subject to laws of general application relating to bankruptcy, insolvency and the relief of debtors and rules of law governing specific performance, injunctive relief or other equitable remedies.",enforceability
"Enforceability. If any court holds the Restrictive Covenants unenforceable by reason of their breadth or scope or otherwise, it is the intention of the parties hereto that such determination not bar or in any way affect the right of the Company to the relief provided above in the courts of any other jurisdiction within the geographic scope of such Restrictive Covenants.",enforceability
"Enforceability. This Agreement has been duly executed and delivered by the Company. This Agreement and each of the Company Ancillary Agreements are, or when executed by the Company shall be, valid and binding obligations of the Company, enforceable against the Company in accordance with their respective terms, subject to the effect of (i) applicable bankruptcy, insolvency, reorganization, moratorium or other similar laws now or hereafter in effect relating to rights of creditors generally and (ii) rules of law and equity governing specific performance, injunctive relief and other equitable remedies.",enforceability
"Enforceability. If any provision which is contained in this Agreement, should, for any reason, be held to be invalid or unenforceable in any respect under the laws of any State of the United States, such invalidity or unenforceability shall not affect any other provision of this Agreement and in this Agreement shall be construed as if such invalid or unenforceable provision had not been contained herein.",enforceability
"Enforceability. This Agreement has been duly authorized and executed by the Borrower, and when delivered to the Lenders will be a legal, valid and binding agreement of the Borrower, enforceable against the Borrower in accordance with its terms, except, in each case, as enforcement thereof may be limited by bankruptcy, insolvency or other laws relating to or affecting enforcement of creditors’ rights or by general equity principles.",enforceability
"Enforceability. The Credit Documents have each been duly executed and delivered by each Credit Party that is a party thereto and each Credit Document constitutes the legal, valid, and binding obligation of each Credit Party that is a party thereto enforceable against such Credit Party in accordance with its terms, except as limited by applicable bankruptcy, insolvency, reorganization, moratorium, or similar laws at the time in effect affecting the rights of creditors generally and by general principles of equity whether applied by a court of law or equity.",enforceability
"Enforceability. The invalidity or unenforceability of any provision or provisions of this Agreement shall not affect the validity or enforceability of any other provision of this Agreement, which shall remain in full force and effect.",enforceability
"Enforceability. It is the desire and intent of the parties hereto that the provisions of this Agreement shall be enforced to the fullest extent permissible under the laws and public policies applied in each jurisdiction in which enforcement is sought. Accordingly, if any particular provision of this Agreement shall be adjudicated to be invalid or unenforceable, such provision shall be deemed amended to delete therefrom the portion thus adjudicated to be invalid or unenforceable, such deletion to apply only with respect to the operation of such provision in the particular jurisdiction in which such adjudication is made.",enforceability
"Enforceability. The Loan Documents to which any Credit Party is a party are the respective legal, valid and binding obligations of such Credit Party, enforceable against it or them, as the case may be, in accordance with their respective terms, except as enforceability may be limited by bankruptcy and other similar laws affecting the rights of creditors generally or by general principles of equity.",enforceability
"Enforceability. This Agreement constitutes, a legal, valid and binding obligation of the Policy Provider, enforceable in accordance with its terms, subject to (x) insolvency, liquidation, rehabilitation, reorganization, moratorium, receivership and other similar laws affecting creditors' rights generally and by general principles of equity and (y) principles of public policy limiting the right to enforce the indemnification provisions contained therein and herein, insofar as such provisions relate to indemnification for liabilities arising under federal securities laws.",enforceability
Enforceability. This Investment Agreement is enforceable against you in accordance with its terms.,enforceability
"Enforceability. This Amendment has been duly executed and delivered by each Borrower. This Amendment and each Loan Document (as amended or modified hereby) is the legal, valid and binding obligation of each Borrower, enforceable against each Borrower in accordance with its terms, except as enforcement may be limited by equitable principles or by bankruptcy, insolvency, reorganization, moratorium, or similar laws relating to or limiting creditors’ rights generally, and is in full force and effect.",enforceability
"Enforceability. The execution, delivery, and performance of this Agreement by the Company have been duly authorized by all requisite corporate action. This Agreement has been duly executed and delivered by the Company, and, upon its execution by the Investor, shall constitute the legal, valid, and binding obligation of the Company, enforceable in accordance with its terms, except to the extent that its enforceability is limited by bankruptcy, insolvency, reorganization, or other laws relating to or affecting the enforcement of creditors' rights generally and by general principles of equity.",enforceability
"Enforceability. If any portion of this Agreement shall be held or made invalid by a court decision, statute, rule or otherwise, the remainder of the Agreement shall not be affected thereby.",enforceability
"Enforceability. If any provision of this Agreement or application thereof to anyone or under any circumstances shall be determined to be invalid or unenforceable, such invalidity or unenforceability shall not affect any other provisions or applications of this Agreement which can be given effect without the invalid or unenforceable provision or application.",enforceability
"Enforceability. The Loan Documents are not subject to any existing right of rescission, set-off, counterclaim or defense by Borrower, including the defense of usury, nor would the operation of any of the terms of the Loan Documents, or the exercise of any right thereunder, render the Loan Documents unenforceable (subject to applicable bankruptcy, insolvency and similar laws affecting rights of creditors generally, and subject as to enforceability, to general principles of equity (regardless of whether enforcement is sought in a proceeding in equity or at law)), and Borrower has not asserted any right of rescission, set-off, counterclaim or defense with respect thereto.",enforceability
"Enforceability. This Agreement is, and each other Loan Document to which the Borrower is a party when delivered will be, legal, valid and binding obligations of the Borrower enforceable against the Borrower in accordance with their respective terms, except as may be limited by applicable bankruptcy, insolvency, reorganization, moratorium, or similar laws affecting the enforcement of creditor’s rights generally and by general principles of equity.",enforceability
"Enforceability. If any part, term or provision of this Agreement is held to be illegal, in conflict with any law or otherwise invalid, the remaining portion or portions shall be considered severable and not be affected, and the rights and obligations of the parties shall be construed and enforced as if the Agreement did not contain the particular part, term or provision held to be illegal or invalid. This Agreement shall be severable as to each Fund.",enforceability
"Enforceability. If any provision of this Agreement shall be deemed invalid or unenforceable as written, this Agreement shall be construed, to the greatest extent possible, or modified, to the extent allowable by law, in a manner which shall render it valid and enforceable. No invalidity or unenforceability of any provision contained herein shall affect any other portion of this Agreement.",enforceability
"Enforceability. The agreements contained in the restrictive covenant provisions of Section 5 this Agreement are independent of the other agreements contained herein. Accordingly, failure of the Company to comply with any of its obligations outside of such Sections do not excuse Executive from complying with the agreements contained herein.",enforceability
"Enforceability. This Amendment constitutes the legal, valid, and binding obligation of each Obligor, enforceable against each such Obligor in accordance with its terms, except to the extent that enforceability may be limited by applicable bankruptcy, insolvency, moratorium, reorganization, or other similar laws affecting the enforcement of creditors’ rights or by the effect of general equitable principles.",enforceability
"Enforceability. This Agreement and the other Loan Documents constitute legal, valid and binding obligations of Pledgor, enforceable in accordance with their respective terms, except as limited by bankruptcy, insolvency or similar laws of general application relating to the enforcement of creditors' rights and except to the extent specific remedies may generally be limited by equitable principles.",enforceability
"Enforceability. Any provision of Sections 6, 7, 8, 9 or 10 which is prohibited or unenforceable in any jurisdiction shall, as to such jurisdiction, be ineffective to the extent of such prohibition or unenforceability without invalidating the remaining provisions hereof, but shall be enforced to the maximum extent permitted by law, and any such prohibition or unenforceability in any jurisdiction shall not invalidate or render unenforceable such provision in any other jurisdiction.",enforceability
"Enforceability. Guarantor hereby acknowledges that: (a) the obligations undertaken by Guarantor in this Guaranty are complex in nature, and (b) numerous possible defenses to the enforceability of these obligations may presently exist and/or may arise hereafter, and (c) as part of Lender’s consideration for entering into this transaction, Lender has specifically bargained for the waiver and relinquishment by Guarantor of all such defenses, and (d) Guarantor has had the opportunity to seek and receive legal advice from skilled legal counsel in the area of financial transactions of the type contemplated herein. Given all of the above, Guarantor does hereby represent and confirm to Lender that Guarantor is fully informed regarding, and that Guarantor does thoroughly understand: (i) the nature of all such possible defenses, and (ii) the circumstances under which such defenses may arise, and (iii) the benefits which such defenses might confer upon Guarantor, and (iv) the legal consequences to Guarantor of waiving such defenses. Guarantor acknowledges that Guarantor makes this Guaranty with the intent that this Guaranty and all of the informed waivers herein shall each and all be fully enforceable by Lender, and that Lender is induced to enter into this transaction in material reliance upon the presumed full enforceability thereof.",enforceability
"Enforceability. The execution and delivery by each of the Seller and the Servicer of this Amendment, and the performance of each of its obligations under this Amendment and the Agreement, as amended hereby, are within each of its corporate powers and have been duly authorized by all necessary corporate action on each of its parts. This Amendment and the Agreement, as amended hereby, are each of the Seller’s and the Servicer’s valid and legally binding obligations, enforceable in accordance with its terms; and",enforceability
"Enforceability. This Agreement has been duly executed and delivered by GrafTech, the Borrowers and each LC Subsidiary which is party hereto and constitutes, and each other Loan Document when executed and delivered by GrafTech, the Borrowers and each other Loan Party which is party thereto will constitute, a legal, valid and binding obligation of GrafTech, each Borrower and such Loan Party enforceable against GrafTech, each Borrower and such Loan Party in accordance with its terms, except as enforceability may be limited by bankruptcy, insolvency, moratorium, reorganization or other similar laws affecting creditors’ rights generally and except as enforceability may be limited by general principles of equity (regardless of whether such enforceability is considered in a proceeding in equity or at law).",enforceability
"Enforceability. This Agreement constitutes a legal, valid and binding obligation of the Borrower enforceable in accordance with its terms except to the extent that enforcement may be limited by bankruptcy, insolvency or similar laws affecting the enforcement of creditors' rights generally.",enforceability
"Enforceability. This Guaranty constitutes a legal, valid and binding obligation of Guarantor, enforceable against Guarantor in accordance with its terms, except as enforceability may be limited by applicable bankruptcy, insolvency, reorganization, moratorium or similar laws affecting the enforcement of creditors’ rights generally.",enforceability
"Enforceability. The Executive hereby confirms and agrees that the covenants and restrictions pertaining to the Executive contained in this Agreement, are reasonable and valid and hereby further acknowledges and agrees that the Corporation would suffer irreparable injury in the event of any breach by the Executive of his obligations under any such covenant or restriction. Accordingly, the Executive hereby acknowledges and agrees that damages would be an inadequate remedy at law in connection with any such breach and that the Corporation shall therefore be entitled in lieu of any action for damages, temporary and permanent injunctive relief enjoining and restraining the Executive from any such breach.",enforceability
"Enforceability. If any provisions of this Agreement or the application thereof to any Person or circumstances shall be invalid or unenforceable to any extent, the remainder of this Agreement and the application of such provisions to other Persons or circumstances shall not be affected thereby and shall be enforced to the greatest extent permitted by law.",enforceability
"Enforceability. It is the intention of the parties that the provisions of this Agreement shall be enforced to the fullest extent permissible under the laws and public policies of each state and jurisdiction in which such enforcement is sought, but that the unenforceability (or the modification to conform with such laws or public policies) of any provisions hereof, shall not render unenforceable or impair the remainder of this Agreement. Accordingly, if any provision of this Agreement shall be determined to be invalid or unenforceable, either in whole or in part, this Agreement shall be deemed amended to delete or modify, as necessary, the offending provisions and to alter the balance of this Agreement in order to render the same valid and enforceable to the fullest extent permissible.",enforceability
"Enforceability. This Lease constitutes the legal, valid and binding obligation of Lessee, enforceable against Lessee in accordance with its terms.",enforceability
"Enforceability. Each of the Loan Documents has been duly executed and delivered by it and constitutes its legal, valid and binding obligation enforceable against it in accordance with such document’s terms, except as enforceability may be limited by applicable bankruptcy, insolvency, reorganization, moratorium or similar laws affecting the enforcement of creditors’ rights generally and by general equitable principles (whether enforcement is sought by proceedings in equity or at law).",enforceability
"Enforceability. This Agreement has been, and each and all of the other agreements, instruments and documents herein required to be made or delivered by Buyer pursuant hereto have been, or on the Closing Date will have been, executed by Buyer or on behalf of Buyer, and when so executed, are and shall be legal, valid, and binding obligations of Buyer enforceable against Buyer in accordance with their respective terms, subject to applicable bankruptcy, insolvency, reorganization, moratorium, and other similar laws affecting the rights of creditors generally and, as to enforceability, the general principles of equity (regardless of whether enforcement is sought in a proceeding in equity or at law).",enforceability
"Enforceability. The Loan Documents have been duly and validly executed and delivered by each of the Loan Parties that is a party thereto, and such Loan Documents constitute the legal, valid and binding obligations of such Persons, enforceable against each such Person in accordance with their respective terms, except as limited by bankruptcy, insolvency or other laws of general application relating to the enforcement of creditors' rights and general principles of equity.",enforceability
"Enforceability. If any provisions of this Agreement are held invalid or unenforceable, such invalidity or unenforceability shall not affect any other provision, and the Agreement shall be construed and enforced as if such provisions had not been included.",enforceability
"Enforceability. The execution, delivery and performance by Buyers of this Agreement are within Buyers’ powers. This Agreement has been duly executed and delivered by Buyers and constitutes the valid and binding agreement of Buyers, enforceable against Buyers in accordance with its terms, except to the extent that its enforceability may be subject to applicable bankruptcy, insolvency, reorganization, moratorium and similar laws affecting the enforcement of creditors' rights generally and by general equitable principles.",enforceability
"Enforceability. Each Loan Document constitutes or, when executed and delivered, will constitute a legal, valid and binding obligation of each Borrower party thereto, enforceable in accordance with its terms (subject, as to enforceability, to applicable bankruptcy, insolvency, reorganization, moratorium or other similar laws affecting creditors’ rights generally and to general principles of equity (regardless of whether such enforceability is considered in a proceeding at law or in equity)).",enforceability
"Enforceability. In the event that any provision of this Agreement is determined to be invalid or unenforceable, the remaining terms and conditions of this Agreement shall be unaffected and shall remain in full force and effect, and any such determination of invalidity or enforceability shall not affect the validity or enforceability of any other provision of this Agreement.",enforceability
"Enforceability. If, for any reason, any provision contained in this Agreement should be held invalid in part by a court of competent jurisdiction, then it is the intent of each of the parties hereto that the balance of this Agreement be enforced to the fullest extent permitted by applicable law. Accordingly, should a court of competent jurisdiction determine that the scope of any covenant is too broad to be enforced as written, it is the intent of each of the parties that the court should reform such covenant to such narrower scope as it determines enforceable.",enforceability
"Enforceability. This Agreement has been duly and validly executed and delivered by the Company and, assuming due and valid authorization, execution and delivery by Seller, this Agreement constitutes a legal, valid and binding obligation of the Company, enforceable against it in accordance with its terms, except as such enforceability may be affected by bankruptcy, insolvency, moratorium and other similar laws relating to or affecting creditors’ rights generally and general equitable principles.",enforceability
"Enforceability. On or prior to the Closing Date, each of the Related Documents to which such Seller is a party shall have been duly executed and delivered by such Seller and each such Related Document shall then constitute a legal, valid and binding obligation of such Seller, enforceable against it in accordance with its terms, subject as to enforcement to bankruptcy, receivership, conservatorship, insolvency, reorganization, moratorium and other similar laws of general applicability relating to or affecting creditors’ rights and to general principles of equity.",enforceability
"Enforceability. This Agreement constitutes the valid and binding obligation of Santarus, enforceable against Santarus in accordance with its terms, subject to bankruptcy reorganization, insolvency and other similar laws affecting the enforcement of creditors’ rights in general and to general principles of equity (regardless of whether considered in a proceeding in equity or an action at law).",enforceability
"Enforceability. This Agreement, when executed and delivered by the Company, shall constitute valid and legally binding obligations of the Company, enforceable against the Company in accordance with their respective terms except (a) as limited by applicable bankruptcy, insolvency, reorganization, moratorium, fraudulent conveyance, or other laws of general application relating to or affecting the enforcement of creditors’ rights generally, or (b) as limited by laws relating to the availability of specific performance, injunctive relief, or other equitable remedies.",enforceability
"Enforceability. The execution and delivery by it of this Amendment, and the performance of its obligations under this Amendment, the Receivables Financing Agreement (as amended hereby) and the other Transaction Documents to which it is a party are within its organizational powers and have been duly authorized by all necessary action on its part, and this Amendment, the Receivables Financing Agreement (as amended hereby) and the other Transaction Documents to which it is a party are (assuming due authorization and execution by the other parties thereto) its valid and legally binding obligations, enforceable in accordance with its terms, except (x) the enforceability thereof may be limited by bankruptcy, insolvency, reorganization, moratorium or other similar laws from time to time in effect relating to creditors’ rights, and (y) the remedy of specific performance and injunctive and other forms of equitable relief may be subject to equitable defenses and to the discretion of the court before which any proceeding therefor may be brought.",enforceability
"Enforceability. The invalidity or unenforceability of any provision or provisions of this Agreement shall not affect the validity or enforceability of any other provision of this Agreement, which shall remain in full force and effect. Upon a determination that any term or other provision is invalid, illegal or incapable of being enforced, the parties hereto will negotiate in good faith to modify this Agreement so as to effect the original intent of the parties as closely as possible in an acceptable manner to the end that the transactions contemplated hereby are fulfilled to the fullest extent possible and, absent agreement among the parties, a court is authorized to so modify this Agreement.",enforceability
"Enforceability. The Seller has duly executed and delivered this Agreement and the other Basic Documents to which it is a party and this Agreement and the other Basic Documents to which it is a party constitute legal, valid and binding obligations of the Seller, enforceable against Seller in accordance with their terms, and subject to applicable bankruptcy, insolvency, moratorium, fraudulent conveyance, reorganization and similar laws now or hereafter in effect relating to creditors’ rights generally or the rights of creditors of banks the deposit accounts of which are insured by the Federal Deposit Insurance Corporation and subject to general principles of equity (whether applied in a proceeding at law or in equity).",enforceability
"Enforceability. This Agreement constitutes a valid and binding agreement of Seller enforceable against Seller in accordance with its terms, subject to (i) applicable bankruptcy, insolvency, reorganization, moratorium and other similar laws of general application with respect to creditors, (ii) general principles of equity and (iii) the power of a court to deny enforcement of remedies generally based upon public policy.",enforceability
"Enforceability. For any reason, this Agreement at any time shall not be in full force and effect in all material respects or shall not be enforceable in all material respects in accordance with its terms, or any Lien granted pursuant thereto shall fail to be perfected and of first priority, or any Person (other than Buyer) shall contest the validity, enforceability, perfection or priority of any Lien granted pursuant thereto, or any party thereto (other than Buyer) shall seek to disaffirm, terminate, limit or reduce its obligations hereunder; or",enforceability
"Enforceability. This Agreement has been duly executed and delivered by such Borrower and constitutes the legal, valid and binding obligation of such Borrower enforceable in accordance to its terms, except as limited by bankruptcy, insolvency or other similar laws of general application affecting the enforcement of creditors' rights or by general principles of equity limiting the availability of equitable remedies.",enforceability
"Enforceability. This Agreement has been duly executed and delivered by the Borrower and constitutes, and each other Loan Document when executed and delivered by each Loan Party party thereto will constitute, a legal, valid and binding obligation of such Loan Party enforceable against such Loan Party in accordance with its terms, subject to applicable bankruptcy, insolvency, reorganization, moratorium or other laws affecting creditors’ rights generally and subject to general principles of equity, regardless of whether considered in a proceeding in equity or at law.",enforceability
Enforceability. The invalidity or unenforceability of any provision of this Agreement shall not affect the validity or enforceability of any other provision of this Agreement.,enforceability
"Enforceability. The Loan Documents are not subject to any right of rescission, set-off, counterclaim or defense by Borrower, including the defense of usury, and Borrower has not asserted any right of rescission, set-off, counterclaim or defense with respect thereto.",enforceability
"Enforceability. This Agreement and each other Loan Document (when delivered) have been duly executed and delivered by each Loan Party which is a party thereto. This Agreement and each other Loan Document delivered on the Closing Date constitutes, and each other Loan Document when executed and delivered by each Loan Party which is a party thereto will constitute, a legal, valid and binding obligation of such Loan Party enforceable against such Loan Party in accordance with its terms, except as may be limited by bankruptcy, insolvency, fraudulent transfer, reorganization, receivership, moratorium or similar laws of general applicability relating to or limiting creditors’ rights generally or by general equity principles.",enforceability
"Enforceability. This Agreement has been duly executed and delivered on behalf of Seller and constitutes the legal and binding obligation of Seller enforceable in accordance with its terms, except as enforceability may be limited by applicable bankruptcy, reorganization, or moratorium statues, equitable principles, or other similar laws affecting the rights of creditors generally (""Equitable Limitations""). At Closing, all documents and instruments required to be executed and delivered by Seller shall be duly executed and delivered and shall constitute legal, valid, enforceable, and binding obligations of Seller, except as enforceability may be limited by Equitable Limitations.",enforceability
"Enforceability. The execution and delivery of this Agreement and the other Loan Documents to which any Loan Party is a party are valid and legally binding obligations of such Loan Party enforceable in accordance with the respective terms and provisions hereof and thereof, except as enforceability is limited by bankruptcy, insolvency, reorganization, moratorium or other laws relating to or affecting generally the enforcement of creditors’ rights and general principles of equity.",enforceability
"Enforceability. This Agreement and all of the other documents executed and delivered by the Customer in connection herewith are the legal, valid and binding obligations of Customer, and are enforceable in accordance with their terms, except as such enforceability may be limited by the effect of any applicable bankruptcy, insolvency, reorganization, fraudulent conveyance, moratorium or similar laws affecting creditors' rights generally or the general equitable principles relating thereto.",enforceability
