clause_text,clause_type
"Environmental Matters. Except for such matters that would not, individually or in the aggregate, reasonably be expected to have a Company Material Adverse Effect: (i) each of the Company and its Subsidiaries has since the Applicable Date been in compliance with all applicable Environmental Laws, including possessing and complying with all Licenses under Environmental Laws; (ii) the environmental conditions at, or resulting from operations at, the properties currently owned, leased or operated by the Company or any of its Subsidiaries (including soils, groundwater and surface water), and to the Knowledge of the Company, any properties formerly owned, leased or operated, are not contaminated with any Hazardous Substances that has or would reasonably be expected to result in the Company or any Retained Subsidiary incurring liability or having to conduct or fund any cleanup or other remedial activity pursuant, directly or indirectly, to any applicable Environmental Law; (iii) neither the Company nor any of its Subsidiaries is subject to any Proceeding, or has otherwise received a written notice, alleging that it is liable for the release or threat of release of, or exposure to, any Hazardous Substance that has or would reasonably be expected to result in the Company or any Subsidiary incurring liability under any applicable Environmental Law; (iv) neither the Company nor any of its Subsidiaries has received any written notice, demand, letter, claim or request for information alleging that the Company or any of its Subsidiaries may be in violation of or subject to liability under any Environmental Law; and (v) neither the Company nor any of its Subsidiaries is subject to, or has assumed or retained, any outstanding obligations under any orders, decrees or injunctions, or outstanding obligations or claims under any indemnities or other contractual agreements, concerning liability or obligations relating to any Environmental Law.",environmental-matters
"Environmental Matters. The Borrower will not, and will not permit any Restricted Subsidiary to, cause or permit any of its Property to be in violation of, or do anything or permit anything to be done which will subject any such Property to any Remedial Work under any Environmental Laws, assuming disclosure to the applicable Governmental Authority of all relevant facts, conditions and circumstances, if any, pertaining to such Property where such violations or remedial obligations could reasonably be expected to have a Material Adverse Effect.",environmental-matters
"Environmental Matters. Except as set forth on Schedule 5.13, and except where any failure to comply, either singly or in the aggregate, has not had and will not have a Material Adverse Effect on the Company or its business, (i) the Company has complied with and is in compliance with all Federal, state, local and foreign statutes (civil and criminal), laws, ordinances, regulations, rules, permits, judgments, orders and decrees applicable to it or any of its properties, assets, operations and businesses relating to environmental protection (collectively ""Environmental Laws"") including, without limitation, Environmental Laws relating to air, water, land and the generation, storage, use, handling, transportation, treatment or disposal of Hazardous Wastes, Hazardous Materials and Hazardous Substances (as such terms are defined in any applicable Environmental Law), as well as petroleum and petroleum products (collectively ""Hazardous Materials""), (ii) the Company has obtained and adhered to all necessary permits and other approvals necessary to treat, transport, store, dispose of and otherwise handle Hazardous Materials, a list of all of which permits and approvals is set forth on Schedule 5.13, and has reported to the appropriate authorities, to the extent required by all Environmental Laws, all past and present sites owned and operated by the Company where Hazardous Materials have been treated, stored, disposed of or otherwise handled, (iii) to the knowledge of the Stockholders there have been no releases or threats of releases (as these terms are defined in Environmental Laws) of any Hazardous Materials at, from, in or on any property owned or operated by the Company except as permitted by Environmental Laws, and (iv) to the knowledge of the Stockholders, there is no on-site or off-site location to which the Company has transported or disposed of Hazardous Materials or arranged for the transportation of Hazardous Materials which is the subject of any Federal, state, local or foreign enforcement action or any other investigation which could lead to any claim against the Company, TCI or Newco for any clean-up cost, remedial work, damage to natural resources, property damage or personal injury, including, but not limited to, any claim under the Comprehensive Environmental Response, Compensation and Liability Act of 1980, as amended, the Resource Conservation and Recovery Act, the Hazardous Materials Transportation Act or comparable state or local statutes or regulations.",environmental-matters
"Environmental Matters. The Company and the Subsidiaries and their respective properties, assets and operations are in compliance with, and the Company and each of the Subsidiaries hold all permits, authorizations and approvals required under, Environmental Laws (as defined below), except to the extent that failure to so comply or to hold such permits, authorizations or approvals would not, individually or in the aggregate, have a Material Adverse Effect; except as would not, individually or in the aggregate, be expected to have a Material Adverse Effect, there are no past, present or, to the Company’s or the Operating Partnership’s knowledge, reasonably anticipated future events, conditions, circumstances, activities, practices, actions, omissions or plans that could reasonably be expected to give rise to any costs or liabilities to the Company or any Subsidiary under, or to interfere with or prevent compliance by the Company or any Subsidiary with, Environmental Laws; except as would not, individually or in the aggregate, have a Material Adverse Effect, neither the Company nor any of the Subsidiaries (i) is, to the Company’s or the Operating Partnership’s knowledge, the subject of any investigation; (ii) has received any notice or claim; (iii) is a party to or affected by any pending or, to the Company’s or the Operating Partnership’s knowledge, threatened action, suit or proceeding; (iv) is bound by any judgment, decree or order; or (v) has entered into any agreement, in each case relating to any alleged violation of any Environmental Law or any actual or alleged release or threatened release or cleanup at any location of any Hazardous Materials (as defined below) (as used herein, “Environmental Law” means any federal, state or local law, statute, ordinance, rule, regulation, order, decree, judgment or injunction, or common law, relating to the protection, cleanup or restoration of the environment or natural resources, including those relating to the distribution, processing, generation, treatment, storage, disposal, transportation, other handling or release or threatened release of Hazardous Materials, and “Hazardous Materials” means any material (including, without limitation, pollutants, contaminants, hazardous or toxic substances or wastes) that is regulated by or may give rise to liability under any Environmental Law).",environmental-matters
"Environmental Matters. Except for matters set forth in Section 6.09 of the Company Disclosure Letter, (a) the Business is, and for the past three (3) years has been, in compliance in all respects with all Environmental Laws; (b) the Company and its Subsidiaries possess all material Permits required under Environmental Laws with respect to operation of the Business, and are in compliance in all material respects with such Permits; (c) there is no pending or, to Sellers’ Knowledge, threatened, claim, action, enforcement action, proceeding, notice of violation or notice of responsibility regarding compliance with, or liability under, Environmental Laws with respect to the Business; (d) neither the Company, nor any of its Subsidiaries, has Released any Hazardous Substance on, in, from, under or at any property currently or formerly owned, operated or leased by the Company or any of its Subsidiaries in an amount, manner or concentration that could reasonably be expected to result in material liability to the Company; (e) to Sellers’ Knowledge, no Hazardous Substance is present on, at or under the Real Property in an amount, manner or concentration that could reasonably be expected to result in material liability to the Company; and (f) in the past three (3) years, the Company has not received a written notice from any Governmental Entity issued to the Company under Environmental Law. The Company has provided or made available to Buyer all material documents, records and information in the possession or reasonable control of the Company concerning any environmental or health and safety matter relevant to the Company or its Subsidiaries or to any property currently or formerly owned, operated or leased by the Company or any of its Subsidiaries, including without limitation, material environmental audits, environmental risk assessments, site assessments, documentation regarding waste disposal, Permits issued under Environmental Laws, and reports or correspondence to or from Governmental Entities.",environmental-matters
"Environmental Matters. (a) The Borrower shall at its sole expense: (i) comply, and shall cause its Properties and operations and each Subsidiary and each Subsidiary’s Properties and operations to comply, with all applicable Environmental Laws, the breach of which could be reasonably expected to have a Material Adverse Effect; (ii) not Release or threaten to Release, and shall cause each Subsidiary not to Release or threaten to Release, any Hazardous Material on, under, about or from any of the Borrower’s or its Subsidiaries’ Properties or any other property offsite the Property to the extent caused by the Borrower’s or any of its Subsidiaries’ operations except in compliance with applicable Environmental Laws, the Release or threatened Release of which could reasonably be expected to have a Material Adverse Effect; (iii) timely obtain or file, and shall cause each Subsidiary to timely obtain or file, all Environmental Permits, if any, required under applicable Environmental Laws to be obtained or filed in connection with the operation or use of the Borrower’s or its Subsidiaries’ Properties, which failure to obtain or file could reasonably be expected to have a Material Adverse Effect; (iv) promptly commence and diligently prosecute to completion, and shall cause each Subsidiary to promptly commence and diligently prosecute to completion, any assessment, evaluation, investigation, monitoring, containment, cleanup, removal, repair, restoration, remediation or other remedial obligations (collectively, the “Remedial Work”) in the event any Remedial Work is required or reasonably necessary under applicable Environmental Laws because of or in connection with the actual or suspected past, present or future Release or threatened Release of any Hazardous Material on, under, about or from any of the Borrower’s or its Subsidiaries’ Properties, which failure to commence and diligently prosecute to completion could reasonably be expected to have a Material Adverse Effect; (v) conduct, and cause its Subsidiaries to conduct, their respective operations and businesses in a manner that will not expose any Property or Person to Hazardous Materials that could reasonably be expected to form the basis for a claim for damages or compensation; and (vi) establish and implement, and shall cause each Subsidiary to establish and implement, such procedures as may be necessary to continuously determine and assure that the Borrower’s and its Subsidiaries’ obligations under this Section 8.10(a) are timely an...",environmental-matters
"Environmental Matters. Except as disclosed by Borrower to Bank in writing prior to the date hereof, Borrower is in compliance in all material respects with all applicable federal or state environmental, hazardous waste, health and safety statutes, and any rules or regulations adopted pursuant thereto, which govern or affect any of Borrower's operations and/or properties, including without limitation, the Comprehensive Environmental Response, Compensation and Liability Act of 1980, the Superfund Amendments and Reauthorization Act of 1986, the Federal Resource Conservation and Recovery Act of 1976, and the Federal Toxic Substances Control Act, as any of the same may be amended, modified or supplemented from time to time. None of the operations of Borrower is the subject of any federal or state investigation evaluating whether any remedial action involving a material expenditure is needed to respond to a release of any toxic or hazardous waste or substance into the environment. Borrower has no material contingent liability in connection with any release of any toxic or hazardous waste or substance into the environment.",environmental-matters
"Environmental Matters. Except as has not had and would not reasonably be expected to have, individually or in the aggregate, a Company Material Adverse Effect:",environmental-matters
"Environmental Matters. (a) Except as set forth in Disclosure Schedule 3.17, as of the Closing Date: (i) to the knowledge of Borrower, the Real Estate is free of contamination from any Hazardous Material except for such contamination that would not adversely impact the value or marketability of such Real Estate and that would not result in Environmental Liabilities that could reasonably be expected to exceed $500,000; (ii) no Credit Party has caused or suffered to occur any Release of Hazardous Materials on, at, in, under, above, to, from or about any of its Real Estate; (iii) the Credit Parties are and have been in compliance with all Environmental Laws, except for such noncompliance that would not result in Environmental Liabilities which could reasonably be expected to exceed $500,000; (iv) the Credit Parties have obtained, and are in compliance with, all Environmental Permits required by Environmental Laws for the operations of their respective businesses as presently conducted or as proposed to be conducted, except where the failure to so obtain or comply with such Environmental Permits would not result in Environmental Liabilities that could reasonably be expected to exceed $500,000, and all such Environmental Permits are valid, uncontested and in good standing; (v) no Credit Party is involved in operations or knows of any facts, circumstances or conditions, including any Releases of Hazardous Materials, that are likely to result in any Environmental Liabilities of such Credit Party which could reasonably be expected to exceed $500,000, and no Credit Party has permitted any current or former tenant or occupant of the Real Estate to engage in any such operations; (vi) there is no Litigation arising under or related to any Environmental Laws, Environmental Permits or Hazardous Material that seeks damages, penalties, fines, costs or expenses in excess of $500,000 or injunctive relief against, or that alleges criminal misconduct by, any Credit Party; (vii) as of the Closing Date, no notice has been received by any Credit Party identifying it as a ""potentially responsible party"" or requesting information under CERCLA or analogous state statutes, and to the knowledge of the Credit Parties, there are no facts, circumstances or conditions that may result in any Credit Party being identified as a ""potentially responsible party"" under CERCLA or analogous state statutes; and (viii) as of the Closing Date, the Credit Parties have provided to Agent copies of all existing environmental r...",environmental-matters
"Environmental Matters. The Mortgaged Property is free from any and all toxic or hazardous substances and there exists no violation of any local, state or federal environmental law, rule or regulation. To the best of the Company's knowledge, there is no pending action or proceeding directly involving any Mortgaged Property of which the Company is aware in which compliance with any environmental law, rule or regulation is an issue; and to the best of the Company's knowledge, nothing further remains to be done to satisfy in full all requirements of each such law, rule or regulation consisting a prerequisite to use and enjoyment of said property;",environmental-matters
"Environmental Matters. Except as could not, individually or in the aggregate, have a Material Adverse Effect, (i) the businesses as presently or formerly engaged in by the Company and its Subsidiaries are and have been conducted in compliance in all material respects with all applicable Environmental Laws, including, without limitation, having required permits, licenses and other approvals and authorizations, during the time the Company and its Subsidiaries engaged in such businesses, (ii) the properties presently or formerly owned or operated by the Company and its Subsidiaries (including, without limitation, soil, groundwater or surface water on, under or adjacent to the properties, and buildings thereon) (the ""Properties) do not, to the Company's knowledge, contain any Hazardous Substance in violation of applicable Environmental Law (provided, however, that with respect to Properties formerly owned or operated by the Company or any Subsidiary, such representation is limited to the period the Company or such Subsidiary owned or operated such Properties), (iii) the Company has not received any notices, demand letters or request for information from any Federal, state, local or foreign governmental entity or any third party indicating that the Company may be in violation of any Environmental Law in connection with the ownership or operation of the Company's businesses, (iv) there are no civil, criminal or administrative actions, suits, demands, claims, hearings, investigations or proceedings pending or, to the Company's knowledge, threatened against the Company or any Subsidiary with respect to the Company or any Subsidiary or the Properties relating to any violation, or alleged violation, of, or liability under, any Environmental Law, (v) no reports have been filed, or, to the Company's knowledge, are required to be filed, by the Company or any Subsidiary concerning the release of any Hazardous Substance or the threatened or actual violation of any Environmental Law on or at the Properties, (vi) to the Company's knowledge, no Hazardous Substance has been disposed of, transferred, released or transported from any of the Properties during the time such Property was owned or operated by the Company or its Subsidiaries in violation of applicable Environmental Law as in effect at the time of said activities, (vii) there have been no environmental investigations, studies, audits, tests, reviews or other analyses conducted by or which are in the possession of the Company relating to t...",environmental-matters
"Environmental Matters. (a) Except as would not reasonably be expected to have, individually or in the aggregate, a Company Material Adverse Effect, (i) the Company and each of its Subsidiaries comply and have complied with all applicable Environmental Laws, and possess and comply, and have complied, with all applicable Environmental Permits required under such Laws to operate as it currently operates; (ii) there are no, and there have not been any, Materials of Environmental Concern at any property currently or formerly operated by the Company or any of its Subsidiaries, under circumstances that have resulted in or are reasonably likely to result in liability of the Company or any of its Subsidiaries under any applicable Environmental Laws, except to the extent that the Company or any of its Subsidiaries may be vicariously liable for the actions of other Persons who kept or maintained Materials of Environmental Concern at any property currently or formerly operated by the Company or any of its Subsidiaries; and (iii) neither the Company nor any of its Subsidiaries has received any written notification alleging that it is liable for, or request for information pursuant to section 104(e) of the CERCLA or similar foreign, state or local Law, concerning any release or threatened release of Materials of Environmental Concern.",environmental-matters
Environmental Matters. Except as could not reasonably be expected to have a Material Adverse Effect:,environmental-matters
"Environmental Matters. The Company and its subsidiaries are in compliance with all foreign, federal, state and local rules, laws and regulations relating to the use, treatment, storage and disposal of hazardous or toxic substances or waste and protection of health and safety or the environment which are applicable to their businesses (“Environmental Laws”), except where the failure to comply has not had and would not reasonably be expected to have, singularly or in the aggregate, a Material Adverse Effect. There has been no storage, generation, transportation, handling, treatment, disposal, discharge, emission, or other release of any kind of toxic or other wastes or other hazardous substances by, due to, or caused by the Company or any of its subsidiaries (or, to the Company’s knowledge, any other entity for whose acts or omissions the Company or any of its subsidiaries is or may otherwise be liable) upon any of the property now or previously owned or leased by the Company or any of its subsidiaries, or upon any other property, in violation of any law, statute, ordinance, rule, regulation, order, judgment, decree or permit or which would, under any law, statute, ordinance, rule (including rule of common law), regulation, order, judgment, decree or permit, give rise to any liability, except for any violation or liability which has not had and would not reasonably be expected to have, singularly or in the aggregate, a Material Adverse Effect; and there has been no disposal, discharge, emission or other release of any kind onto such property or into the environment surrounding such property of any toxic or other wastes or other hazardous substances with respect to which the Company or any of its subsidiaries has knowledge.",environmental-matters
"Environmental Matters. Except as could not reasonably be expected to have, individually or in the aggregate, a Material Adverse Effect:",environmental-matters
"Environmental Matters. (a) Each of Holdings and each of its Subsidiaries has complied with, and on the date of each Credit Event is in compliance with, all applicable Environmental Laws and the requirements of any permits issued under such Environmental Laws and neither Holdings nor any of its Subsidiaries is liable for any material penalties, fines or forfeitures for failure to comply with any of the foregoing. There are no pending or past or, to the knowledge of any Senior Officer, threatened Environmental Claims against Holdings or any of its Subsidiaries or any Real Property owned, leased or operated by Holdings or any of its Subsidiaries (including any such claim arising out of the ownership, lease or operation by Holdings or any of its Subsidiaries of any Real Property formerly owned, leased or operated by Holdings or any of its Subsidiaries but no longer owned, leased or operated by Holdings or any of its Subsidiaries). There are no facts, circumstances, conditions or occurrences on any Real Property owned, leased or operated by Holdings or any of its Subsidiaries (including, to the knowledge of a Senior Officer, any Real Property formerly owned, leased or operated by Holdings or any of its Subsidiaries but no longer owned, leased or operated by Holdings or any of its Subsidiaries) or on any property adjoining or in the vicinity of any such Real Property that would reasonably be expected (i) to form the basis of an Environmental Claim against Holdings or any of its Subsidiaries or any such Real Property or (ii) to cause any such Real Property to be subject to any restrictions on the ownership, occupancy, use or transferability of such Real Property by Holdings or any of its Subsidiaries under any applicable Environmental Law.",environmental-matters
"Environmental Matters. Each Credit Party shall and shall cause each Person within its control to: (a) conduct its operations and keep and maintain its Real Estate in compliance with all Environmental Laws and Environmental Permits other than noncompliance that could not reasonably be expected to have a Material Adverse Effect; (b) implement any and all investigation, remediation, removal and response actions that are appropriate or necessary to maintain the value and marketability of the Real Estate or to otherwise comply with Environmental Laws and Environmental Permits pertaining to the presence, generation, treatment, storage, use, disposal, transportation or Release of any Hazardous Material on, at, in, under, above, to, from or about any of its Real Estate; (c) notify Agent promptly after such Credit Party becomes aware of any violation of Environmental Laws or Environmental Permits or any Release on, at, in, under, above, to, from or about any Real Estate that is reasonably likely to result in Environmental Liabilities in excess of $500,000; and (d) promptly forward to Agent a copy of any order, notice, request for information or any communication or report received by such Credit Party in connection with any such violation or Release or any other matter relating to any Environmental Laws or Environmental Permits that could reasonably be expected to result in Environmental Liabilities in excess of $500,000, in each case whether or not the Environmental Protection Agency or any Governmental Authority has taken or threatened any action in connection with any such violation, Release or other matter.",environmental-matters
"Environmental Matters. Except as has not had, or would not reasonably be expected to have, individually or in the aggregate, a Company Material Adverse Effect: (i) none of the Company and the Company Subsidiaries has received any written communication from a Governmental Entity or other Person that alleges that the Company or any Company Subsidiary is in violation in any material respect with any Environmental Law, the substance of which has not been resolved, (ii) the Company and the Company Subsidiaries hold, and are in compliance with, all material Permits required for the Company and the Company Subsidiaries to conduct their respective businesses under Environmental Laws as conducted as of the date hereof, and are, and since December 30, 2016 have been, in compliance in all material respects with all Environmental Laws, (iii) neither the Company nor any Company Subsidiary is party to any Proceeding (excluding an investigation), and to the Knowledge of the Company, no Proceeding is threatened and no investigation is pending, and neither the Company nor any Company Subsidiary has entered into or agreed to any Judgment or is subject to any outstanding Judgment, in each case relating to compliance with or liability under any Environmental Law or to investigation, remediation or cleanup of or exposure to any Hazardous Material, and with regard to any Judgment, for which the Company or any Company Subsidiary has material outstanding obligations, and (iv) there have been no Releases of Hazardous Materials on, at, under or from any of the Company Properties or any other property or facility formerly owned, leased or operated by the Company, any Company Subsidiary or any of their respective predecessors that would reasonably be expected to result in material liability for the Company or any Company Subsidiary. Notwithstanding anything to the contrary contained herein, none of the representations or warranties contained elsewhere in this Article III shall relate to Environmental Laws, releases of Hazardous Materials or other environmental matters, which are instead the subject of this Section 3.18 exclusively.",environmental-matters
"Environmental Matters. (a) If any Release or Disposal of Hazardous Substances shall occur or shall have occurred on any real property or any other assets of the Company or any Subsidiary, the Company shall, or shall cause the applicable Subsidiary to, cause the prompt containment and removal of such Hazardous Substances and the remediation of such real property or other assets as necessary to comply with all Environmental Laws and to preserve the value of such real property or other assets. Without limiting the generality of the foregoing, the Company shall, and shall cause each Subsidiary to, comply with any valid Federal or state judicial or administrative order requiring the performance at any real property of the Company or any Subsidiary of activities in response to the Release or threatened Release of a Hazardous Substance.",environmental-matters
"Environmental Matters. Except as could not, individually or in the aggregate, reasonably be expected to have a Material Adverse Effect: (a) each Loan Party and each of its Subsidiaries is in compliance with all applicable Environmental Laws, and any past noncompliance has been fully resolved without any pending, on-going or future obligation or cost; (b) each Loan Party and each of its Subsidiaries has obtained and maintained in full force and effect all Governmental Authorizations required pursuant to Environmental Laws for the operation of their respective business; (c) there are and, to each Loan Party’s knowledge, are, and have been, no conditions, occurrences, violations of Environmental Law, or presence or Releases of Hazardous Materials which could reasonably be expected to form the basis of an Environmental Claim against any Loan Party or any of its Subsidiaries or related to any Real Estate Assets; (d) there are no pending Environmental Claims against any Loan Party or any of its Subsidiaries, and no Loan Party nor any of its Subsidiaries has received any written notification of any alleged violation of, or liability pursuant to, Environmental Law or responsibility for the Release or threatened Release of, or exposure to, any Hazardous Materials; and (e) no Lien imposed pursuant to any Environmental Law has attached to any Collateral and, to the knowledge of any Loan Party, no conditions exist that would reasonably be expected to result in the imposition of such a Lien on any Collateral.",environmental-matters
Environmental Matters. Except as set forth on Schedule 3.16:,environmental-matters
