clause_text,clause_type
Documents. Transaction Documents System Reports,documents
Documents. Receivable File Assignment Data Tape,documents
Documents. Receivable File Modification Agreements (if applicable),documents
Documents. Receivable File Agreement to Provide Insurance,documents
Documents. Receivable File Sale Contract,documents
Documents. Receivable File E-Vault,documents
"Documents. In connection with the appointment of Investor Services Group, the Fund shall, on or before the date this Agreement goes into effect, but in any case within a reasonable period of time for Investor Services Group to prepare to perform its duties hereunder, deliver or caused to be delivered to Investor Services Group the documents set forth in the written schedule of Fund Documents annexed hereto as Schedule E.",documents
"Documents. The copies of all agreements and other instruments that have been delivered by Company to Seller are true, correct, and complete copies of such agreements and instruments and include all amendments thereto.",documents
"Documents. The Company has made available to Parent correct and complete copies (or, if a plan or arrangement is not written, a written description) of all Company Employee Plans and amendments thereto in each case that are in effect as of the date hereof, and, to the extent applicable: (i) all related trust agreements, funding arrangements, insurance contracts, and service provider agreements now in effect or required in the future as a result of the transactions contemplated by this Agreement or otherwise; (ii) the most recent determination letter received regarding the Tax-qualified status of each Company Employee Plan; (iii) the most recent financial statements for each Company Employee Plan; (iv) the Form 5500 Annual Returns/Reports and Schedules for the most recent three plan years for each Company Employee Plan; (v) the current summary plan description for each Company Employee Plan; and (vi) all actuarial valuation reports related to any Company Employee Plans.",documents
Documents. The Acquiror Company must have caused the following documents to be delivered to the Company and/or the Shareholders:,documents
"Documents. The Agent will forward to each Bank, promptly after the Agent's receipt thereof, a copy of each report, notice or other document required by this Agreement or any other Facility Document to be delivered to the Agent for such Bank.",documents
"Documents. Parent shall have received the following documents, each of which shall be in full force and effect:",documents
"Documents. All files, papers, records, documents, compilations, summaries, lists, reports, notes, databases, tapes, sketches, drawings, memoranda, and similar items (collectively, “Documents”), whether prepared by Executive, or otherwise provided to or coming into the possession of Executive, that contain any Confidential or proprietary information about or pertaining or relating to the Bank Entities (the “Bank Information”) shall at all times remain the exclusive property of the Bank Entities. Promptly after a request by the Bank or the Termination Date, Executive shall take reasonable efforts to (i) return to the Bank all Documents in any tangible form (whether originals, copies or reproductions) and all computer disks or other media containing or embodying any Document or Bank Information and (ii) purge and destroy all Documents and Bank Information in any intangible form (including computerized, digital or other electronic format) as may be requested in writing by the Chief Executive Officer of the Bank or Chairman of the Board of the Bank, and Executive shall not retain in any form any such Document or any summary, compilation, synopsis or abstract of any Document or Bank Information.",documents
"Documents. Contract Receivable File Confirm there is evidence in the Receivables File of (A) a UCC filed within 20 days of the date of the Contract or (B) a UCC and a search to reflect evidencing such UCC and no prior competing lien; in each case identifying the correct Financed Equipment as collateral, the correct Obligor as debtor and filed in the state matching: (x) if the Obligor is an individual, the Obligor’s address on the face of the contract, or (y) if the Obligor is a corporate entity, the jurisdiction of formation of the Obligor.",documents
"Documents. The Company shall have received the following documents, each of which shall be in full force and effect:",documents
Documents. (f) General Intangibles;,documents
"Documents. The Company has delivered or caused to be delivered to EMKT, Top Team and their counsel true and complete copies of (1) all Employee Benefit Plans as in effect, together with all amendments thereto which will become effective at a later date, as well as the latest Internal Revenue Service determination letter obtained with respect to any such Employee Benefit Plan qualified under Section 401 or 501 of the Code and (2) Form 5500 for the most recently completed fiscal year for each Employee Benefit Plan required to file such form.",documents
"Documents. Except as otherwise expressly permitted herein, it shall not cancel or terminate any of the Transaction Documents to which it is party (in any capacity), or consent to or accept any cancellation or termination of any of such agreements, or amend or otherwise modify any term or condition of any of the Transaction Documents to which it is party (in any capacity) or give any consent, waiver or approval under any such agreement, or waive any default under or breach of any of the Transaction Documents to which it is party (in any capacity) or take any other action under any such agreement not required by the terms thereof, unless (in each case) the Facility Agent shall have consented thereto in its sole discretion.",documents
"Documents. Except as otherwise provided in “Termination or Abandonment,” above, all original field notes, written reports, Drawings and Specifications and other documents, produced or developed for the Project shall, upon payment in full for the services described in this Agreement, be furnished to and become the property of the City.",documents
"Documents. In the event of termination of this Agreement, all documents prepared by Consultant in its performance of this Agreement including, but not limited to, finished or unfinished design, development and construction documents, data studies, drawings, maps and reports, shall be delivered to the City within ten (10) days of delivery of termination notice to Consultant, at no cost to City. Any use of uncompleted documents without specific written authorization from Consultant shall be at City’s sole risk and without liability or legal expense to Consultant.",documents
"Documents. 6.2 Employee further agrees that all documents and materials furnished to Employee by Employer and relating to the Employer’s business or prospective business are and shall remain the exclusive property of Employer. Employee shall deliver all such documents and materials, not copied, to Employer upon demand therefore and in any event upon expiration or earlier termination of this Agreement. Any payment of sums due and owing to Employee by Employer upon such expiration or earlier termination shall be conditioned upon returning all such documents and materials, and Employee expressly authorizes Employer to withhold any payments due and owing pending return of such documents and materials.",documents
"Documents. The Agent has received all of the following, each duly executed and dated as of the Closing Date (or such other date as is satisfactory to the Agent) in form and substance satisfactory to the Agent:",documents
"Documents. Upon cessation of Employee's employment with the Corporation, for whatever reason, all documents, records (including without limitation, customer records), notebooks, invoices, statements or correspondence, including copies thereof, relating to the business of the Corporation then in Employee's possession, whether prepared by Employee or others, will be delivered to and left with the Corporation, and Employee agrees not to retain copies of the foregoing documents without the written consent of the Corporation.",documents
"Documents. All minutes, consents, or other documents pertaining to Issuer to be delivered at Closing shall be valid and in accordance with the laws of the State of Nevada.",documents
"Documents. Where practicable, the Step 1 reviewer shall make available to the grievant, or grievance representative, documentation referenced in the Step 1 decision prior to its issuance. All documents referred to in the decision and any additional documents presented by the grievant shall be attached to the decision, together with a list of these documents. In advance of the Step 1 meeting, the grievant shall have the right, upon written request, to a copy of any identifiable documents relevant to the grievance.",documents
"Documents. The Company has made available to Parent: (i) correct and complete copies of all documents embodying each Company Employee Plan, International Employee Plan, and each Employee Agreement including (without limitation) all amendments thereto and all related trust documents; (ii) the most recent annual actuarial valuations, if any, prepared for each Company Employee Plan; (iii) the three (3) most recent annual reports (Form Series 5500 and all schedules and financial statements attached thereto), if any, required under ERISA or the Code in connection with each Company Employee Plan; (iv) if the Company Employee Plan is funded, the most recent annual and periodic accounting of Company Employee Plan assets; (v) the most recent summary plan description together with the summary(ies) of material modifications thereto, if any, required under ERISA with respect to each Company Employee Plan; (vi) all IRS determination, opinion, notification and advisory letters, and all applications and correspondence to or from the IRS or the DOL with respect to any such application or letter; (vii) all material written agreements and contracts relating to each Company Employee Plan, including, but not limited to, administrative service agreements, group annuity contracts and group insurance contracts; (viii) all communications material to any Employee or Employees relating to any Company Employee Plan and any proposed Company Employee Plans, in each case, relating to any amendments, terminations, establishments, increases or decreases in benefits, acceleration of payments or vesting schedules or other events which would result in any material liability to the Company; (ix) all correspondence to or from any governmental agency relating to any Company Employee Plan; (x) all COBRA forms and related notices (or such forms and notices as required under comparable law); (xi) all policies pertaining to fiduciary liability insurance covering the fiduciaries for each Company Employee Plan; (xii) the three (3) most recent plan years discrimination tests for each Company Employee Plan; and (xiii) all registration statements, annual reports (Form 11-K and all attachments thereto) and prospectuses prepared in connection with each Company Employee Plan.",documents
Documents. Receivable File CNH Computer System Information,documents
"Documents. The Company has provided or made available to Parent through physical or electronic delivery, or through the electronic data room established by Parent (the “Data Site”): (i) correct and complete copies of all documents embodying each Company Employee Plan and each Employee Agreement including all amendments thereto and all related trust documents; (ii) the three (3) most recent annual reports (Form Series 5500 and all schedules and financial statements attached thereto), if any, required under ERISA or the Internal Revenue Code or by any other applicable Law in connection with each Company Employee Plan; (iii) if the Company Employee Plan is funded, the most recent annual and periodic accounting of Company Employee Plan assets; (iv) the most recent summary plan description together with the summary(ies) of material modifications thereto, if any, required under ERISA or by any other applicable Law with respect to each Company Employee Plan; (v) all material written agreements and contracts relating to each Company Employee Plan, including administrative service agreements and group insurance contracts; (vi) all communications material to any Employee or Employees relating to any Company Employee Plan and any proposed Company Employee Plan, in each case, relating to any amendments, terminations, establishments, increases or decreases in benefits, acceleration of payments or vesting schedules or other events which would result in any liability to the Company; (vii) all correspondence to or from any governmental agency relating to any Company Employee Plan (other than routine correspondence that is not expected to result in any liability to the Company); (viii) all standard COBRA forms and related notices; (ix) all policies pertaining to fiduciary liability insurance covering the fiduciaries for each Company Employee Plan; (x) all discrimination tests for FOIA confidential treatment requested: [***] indicates that certain information contained herein has been omitted and filed separately with the Securities and Exchange Commission. Confidential treatment has been requested with respect to such omitted portions. each Company Employee Plan for the three (3) most recent plan years; and (xi) the most recent Internal Revenue Service (or any other applicable tax authority) determination or opinion letter issued with respect to each Company Employee Plan.",documents
"Documents. Data, reports, Drawings, Specifications, Record Drawings, and other deliverables, whether in printed or electronic media format, provided or furnished in appropriate phases by ENGINEER to OWNER pursuant to this Agreement.",documents
"Documents. Executed originals of the agreements, instruments, certificates or documents described in Section 4.1.2 shall have been received by Owner, except as specifically provided therein, and shall be satisfactory to Owner, unless the failure to receive any such agreement, instrument, certificate or document is the result of any action or inaction by Owner. In addition, the Owner shall have received the following:",documents
"Documents a reference to any document, including this Agreement, includes a reference to that document as amended or replaced from time to time;",documents
"Documents. In connection with the appointment of the Trust Company as the transfer agent and registrar for a Customer, the Customer will provide or has previously provided the following documents to the Transfer Agent:",documents
"Documents. 7. Accounts, including, without limitation, all Contract Rights and accounts receivable, health-care-insurance receivables, and license fees; any other obligations or indebtedness owed to the Grantor from whatever source arising; all rights of Grantor to receive any payments in money or kind; all guarantees of Accounts and security therefor; all cash or non-cash Proceeds of all of the foregoing; all of the right, title and interest of Grantor in and with respect to the goods, services or other property which gave rise to or which secure any of the accounts and insurance policies and proceeds relating thereto, and all of the rights of the Grantor as an unpaid seller of goods or services, including, without limitation the rights of stoppage in transit, replevin, reclamation and resale and all of the foregoing, whether now existing or hereafter created or acquired;",documents
"Documents. The Administrative Agent shall have received the following documents, each of which shall be satisfactory to the Administrative Agent in form and substance:",documents
"Documents. All documents, including any intellectual property rights thereto, prepared and submitted to the City pursuant to this Agreement shall be the property of the City.",documents
"Documents. In connection with the appointment of FDISG, the Fund shall upon request, on or before the date this Agreement goes into effect, but in any case within a reasonable period of time for FDISG to prepare to perform its duties hereunder, furnish FDISG with the following documents:",documents
Documents. Retail Sale Contract Title Documents Receivable File Schedule of Receivables Servicing System/Data Tape,documents
Documents. Retail Sale Contract Receivable File Servicing System,documents
Documents. Lease Documents,documents
Documents. Contract Title Documents Approved Contract Form List,documents
Documents. Receivable File AmeriCredit’s Policies Data Tape Dealer Agreement,documents
Documents. Servicing System/Data Tape Title Documents,documents
Documents. Lease Documents E-Vault,documents
Documents. Title Documents,documents
Documents. Receivable File Servicing System/Data Tape,documents
"Documents. The Company shall have received a certificate executed on behalf of Parent by an executive officer of Parent, confirming that the conditions set forth in Sections 7.1 and 7.2 have been duly satisfied.",documents
"Documents. The Company has provided to Parent correct and complete copies of: (i) all documents embodying each Company Employee Plan, including all amendments thereto and all related trust documents, administrative service agreements, group annuity contracts, group insurance contracts, and policies pertaining to fiduciary liability insurance covering the fiduciaries for each Company Employee Plan; (ii) the most recent annual actuarial valuations, if any, prepared for each Company Employee Plan; (iii) the three most recent annual reports (Form Series 5500 and all schedules and financial statements attached thereto), if any, required under ERISA or the Code in connection with each Company Employee Plan; (iv) if the Company Employee Plan is funded, the most recent annual and periodic accounting of Company Employee Plan assets; (v) the most recent summary plan description together with the summary or summaries of material modifications thereto, if any, required under ERISA with respect to each Company Employee Plan; (vi) the most recent IRS determination or opinion letters; (vii) all non-routine material correspondence to or from any governmental agency in the last three (3) years relating to any Company Employee Plan; and (viii) the three (3) most recent plan years’ discrimination tests for each Company Employee Plan for which such test is required.",documents
Documents. Lease Documents Dealer Agreement,documents
Documents data tape,documents
Documents. The Administrative Agent shall have received on or before the Initial Funding Date all of the following:,documents
"Documents. The Lender shall have received all of the following, each duly executed and delivered and dated the Closing Date, or such earlier date as shall be satisfactory to the Lender, each in form and substance reasonably satisfactory to the Lender in its sole determination:",documents
Documents. A. Total Amount of original contract B. Plus or minus total previously approved C. O.'s Nos.----------- incl. C. Plus or minus C. O.'s Nos.-----------incl. approved during period covered by this est.----------- D. Total Net Adjusted Amt.,documents
"Documents. A. In connection with the appointment of the Company under this Agreement, the Investment Company shall file with the Company the following documents: (1) A copy of the Charter and By-Laws of the Investment Company and all amendments thereto; (2) A copy of the resolution of the Board of the Investment Company authorizing this Agreement; (3) Specimens of all forms of outstanding Share certificates of the Investment Company or the Funds in the forms approved by the Board of the Investment Company with a certificate of the Secretary of the Investment Company as to such approval; (4) All account application forms and other documents relating to Shareholders accounts; and (5) A copy of the current Prospectus for each Fund. B. The Fund will also furnish from time to time the following documents: (1) Each resolution of the Board of the Investment Company authorizing the original issuance of each Fund's, and/or Class's Shares; (2) Each Registration Statement filed with the SEC and amendments thereof and orders relating thereto in effect with respect to the sale of Shares of any Fund, and/or Class; (3) A certified copy of each amendment to the governing document and the By-Laws of the Investment Company; (4) Certified copies of each vote of the Board authorizing officers to give Proper Instructions to the Custodian and agents for fund accountant, custody services procurement, and shareholder recordkeeping or transfer agency services; (5) Specimens of all new Share certificates representing Shares of any Fund, accompanied by Board resolutions approving such forms; (6) Such other certificates, documents or opinions which the Company may, in its discretion, deem necessary or appropriate in the proper performance of its duties; and (7) Revisions to the Prospectus of each Fund. ARTICLE 22.",documents
Documents. A reference to a document includes an amendment or supplement or replacement or novation of that document.,documents
Documents. Each party will execute all documents and take such other actions as any other party may reasonably request in order to consummate the transactions provided for herein and to accomplish the purposes of this Agreement.,documents
"Documents. Seller shall have received all of the agreements, documents and items specified in Section 8.3.",documents
"Documents. The Purchasers shall have received true, complete and correct copies of such documents as they may reasonably request in connection with or relating to the sale of the Shares and the transactions contemplated hereby, all in form and substance reasonably satisfactory to the Purchasers.",documents
"Documents a reference to any document, including this Agreement, includes a reference to that document as amended or replaced from time to time; Inclusions: a reference to “includes” is a reference to “includes without limitation”, and “include”, “included” and “including” have corresponding meanings;",documents
"Documents. The Member hereby adopts the certificate of formation of the Company (""Certificate of Formation"") which Jeffrey A. Wier filed in the office of the Secretary of State of the State of Delaware in accordance with the provisions of the Act. The Company shall promptly execute and duly file with the proper offices in each state in which the Company may conduct the activities hereinafter authorized, one or more certificates as required by the laws of each such state in order that the Company may lawfully conduct the business, purposes, and activities herein authorized in each such state, and the Company shall take any other action or measures necessary in such state or states for the Company to conduct such activities.",documents
Documents. The Company and the Shareholders must deliver to the Acquiror Company at the Closing:,documents
Documents. The following documents shall have been executed and delivered by the respective parties thereto:,documents
"Documents. (e) General Intangibles (including Payment Intangibles and Software, patents, trademarks, tradestyles, copyrights, and all other intellectual property rights, including all applications, registration, and licenses therefor, and all goodwill of the business connected therewith or represented thereby);",documents
"Documents. Each party agrees to execute, and, if necessary, to file with the appropriate governmental entities and international organizations, such documents as the other party shall reasonably request in order to carry out the purposes of this Agreement.",documents
"Documents. DOCUMENT ADDITIONAL DOCUMENT INFORMATION (IF ANY) -------- ---------------------------------------- DOCUMENT CONDITION ------------------ DEFICIENCY/EXCEPTION -------------------- ----------------------------------------------------------------------------------------------------------------------------------- MORTGAGE INSTRUMENT - OPEN-END MORTGAGE; MORTGAGE, SECURITY AGREEMENT, Document is UNRECORDED ORIGINAL - INFO NOT AVAILABLE. FIXTURE FINANCING STATEMENT AND ASSIGNMENT OF LEASES AND RENTS EXCEPTION --> RECORDED ORIGINAL OR CLERK CERTIFIED COPY REQUIRED ----------------------------------------------------------------------------------------------------------------------------------- TITLE POLICY #1 Document is MISSING. EXCEPTION --> ORIGINAL DOCUMENT REQUIRED EXCEPTION --> RECORDED ORIGINAL OR CLERK CERTIFIED COPY REQUIRED ----------------------------------------------------------------------------------------------------------------------------------- UCC ORIGINAL FILING - COUNTY - PHILADELPHIA COUNTY, PA; Document is UNRECORDED COPY. to UBS PRINCIPAL FINANCE LLC EXCEPTION --> RECORDED ORIGINAL OR CLERK CERTIFIED COPY REQUIRED EXCEPTION --> RECORDED ORIGINAL OR CLERK CERTIFIED COPY REQUIRED ------------------------------------------------------------------------------------------------------------- END RECORD FOR Loan ID 321-0139-000: (1) Report Page No. 23 CUSTODIAN'S REPORT OF ISSUER/POOL: 1011/425 COLLATERAL DOCUMENTS PRINT DATE: 09/25/00 POOL NAME: (DOCUMENTS WITH EXCEPTIONS ONLY) ------------------------------------------------------------------------------------------------------------------------------------ BEGIN RECORD FOR LOAN ID: 321-0140-000 LOAN INFORMATION ---------------- LOAN ID: 321-0140-000 BORROWER: 1501 LOCUST STREET ASSOCIATES IDENTIFICATION DATA PROPERTY DATA NOTE DATA MISC. DATA ------------------- ------------- --------- ---------- PROPERTY: 1501 LOCUST STREET NOTE AMOUNT: $1,120,000.00 Counsel: KRONISH LIEB WEINER CONTROL REF: 0153 CITY, ST.: PHILADELPHIA, PA NOTE DATE: 04/13/00 Misc. Info. #1: PHILADELPHIA CNTY GROUP: C4 MATURITY: 05/11/10 Misc. Info. #2: 1501 LOCUST 1ST PMT: 06/11/00 ********************************************************",documents
Documents. Contract Receivable File,documents
Documents. Contract Receivable File List of Approved Contract Forms,documents
Documents. Receivable File CNH Computer System Information Contract,documents
"Documents. The Partners shall execute all such certificates, notices, statements or other instruments, including without limitation, fictitious or assumed name certificates as shall constitute compliance with all requirements as may be necessary to enable the Partnership to conduct its business or to own its properties under the Partnership name or to preserve the character of the Partnership under applicable law.",documents
"Documents. All documents, plans, drawings, renderings, and other papers, or copies thereof, as finally rendered, prepared by CONSULTANT pursuant to the terms of this Agreement, shall, upon preparation and delivery to CITY, become the property of CITY.",documents
Documents. Servicing System/Data Tape,documents
"Documents. The Bank shall have received all certificates, instruments and other documents then required to be delivered pursuant to any Loan Documents, in each instance in form and substance reasonably satisfactory to it.",documents
"Documents. This Agreement, any other instruments of conveyance and transfer and all other documents to be delivered by Buyer to Seller at the Closing and all actions of Buyer required by this Agreement or incidental thereto, and all related matters, shall be in form and substance reasonably satisfactory to Seller and Seller's counsel.",documents
Documents. The rights and obligations of the Purchaser and of the Company with respect to the Additional Debenture and the shares of Common Stock issuable under the Additional Debenture (the “New Underlying Shares”) shall be identical in all respects to the rights and obligations of such Purchaser and of the Company with respect to the Debentures and the Underlying Shares issued and issuable pursuant to the Purchase Agreement. Any rights of a Purchaser or covenants of the Company which are dependent on such Purchaser holding securities of the Company or which are determined in magnitude by such Purchaser’s purchase of securities pursuant to the Purchase Agreement shall be deemed to include any securities purchased or issuable hereunder. The Purchase Agreement is hereby amended so that the term “Debentures” includes the Additional Debenture issued hereunder and “Underlying Shares” includes the New Underlying Shares.,documents
Documents. Receivable File GM Financial’s Policies Data Tape Dealer Agreement,documents
"Documents. To execute, seal, acknowledge, and deliver as the Administrative Agent, all such instruments as may be appropriate in connection with the administration of the Loans and the exercise by the Administrative Agent of its various rights with respect thereto.",documents
"Documents. In connection with the appointments herein, Company has provided or will provide the following appointment and corporate authority documents to Transfer Agent:",documents
Documents. The Administrative Agent shall have received the following in sufficient counterparts (except for the Notes) for each Lender:,documents
"Documents. You agree that, without the express written consent of the Company, you will not remove from the Company’s premises, any notes, formulas, programs, data, records, machines or any other documents or items which in any manner contain or constitute Confidential Information, nor will you make reproductions or copies of same. In the event you receive any such documents or items by personal delivery from any duly designated or authorized personnel of the Company, you shall be deemed to have received the express written consent of the Company. In the event that you receive any such documents or items, other than through personal delivery as described in the preceding sentence, you agree to inform the Company promptly of your possession of such documents or items. You shall promptly return any such documents or items, along with any reproductions or copies to the Company upon the Company’s demand or upon termination of this agreement.",documents
Documents. Receivable File Retail Installment Contract,documents
"Documents. All minutes, consents, or other documents pertaining to Company and to be delivered by Company to Issuer, are true, complete, and correct, and are valid and in accordance with applicable law.",documents
